Pop	N	A	He	Ho	Fis	N.Missing	P.GT	A.se	He.se	Ho.se	Fis.se	N.Missing.se	P.GT.se	related	sim
Pop	109	5.75	0.6662	0.69	-0.035	0	99.1975	0.4532	0.0215	0.0276	0.0209	0	0.8025	0.12354539585457	41
Pop	109	6	0.6525	0.6975	-0.0738	0	99.7712	0.378	0.0277	0.0287	0.032	0	0.2287	0.121221219843697	42
Pop	109	6.125	0.655	0.6725	-0.0225	0	99.1975	0.4407	0.0356	0.0401	0.0174	0	0.8025	0.125716038056405	43
Pop	109	6	0.6575	0.6662	-0.015	0	98.5087	0.378	0.0227	0.0245	0.0135	0	1.4913	0.129946415222562	44
Pop	109	6.125	0.66	0.6762	-0.0288	0	99.3125	0.4407	0.0283	0.026	0.0172	0	0.6875	0.128449014610941	45
Pop	109	6	0.6475	0.6637	-0.0237	0	99.1975	0.4629	0.0278	0.0384	0.029	0	0.8025	0.136952820251444	46
Pop	109	5.875	0.6625	0.66	0.0025	0	99.885	0.5489	0.0296	0.0336	0.0297	0	0.115	0.143478678219504	47
Pop	109	5.875	0.6612	0.6587	0.0062	0	99.4262	0.5154	0.0306	0.039	0.0289	0	0.5738	0.134826826367652	48
Pop	109	5.875	0.6338	0.6375	-0.0062	0	99.5413	0.4407	0.0298	0.0351	0.0273	0	0.4588	0.126647672443085	49
Pop	109	5.75	0.6538	0.6525	-0.0025	0	98.6238	0.366	0.0226	0.0216	0.0279	0	1.3763	0.134799405368671	50
Pop	109	6	0.6662	0.6762	-0.0138	0	99.4262	0.4629	0.0264	0.0351	0.0235	0	0.5738	0.13067786272511	51
Pop	109	6	0.6575	0.6475	0.0162	0	99.7712	0.4629	0.0319	0.0364	0.0224	0	0.2287	0.134102582398913	52
Pop	109	5.75	0.6325	0.6488	-0.0238	0	99.7712	0.4119	0.0388	0.0456	0.0325	0	0.2287	0.126453992524635	53
Pop	109	5.875	0.6312	0.64	-0.0138	0	99.1975	0.3981	0.0254	0.0305	0.0269	0	0.8025	0.134877947672443	54
Pop	109	5.625	0.6475	0.635	0.02	0	99.0825	0.4199	0.0266	0.0303	0.016	0	0.9175	0.139147077811757	55
Pop	109	6	0.6662	0.6788	-0.0212	0	100	0.5	0.0293	0.0314	0.0267	0	0	0.126719860686374	56
Pop	109	5.5	0.6512	0.6788	-0.0425	0	99.6562	0.4226	0.0306	0.0346	0.0177	0	0.3437	0.129548504926945	57
Pop	109	6	0.6637	0.6587	0.0112	0	99.4262	0.4629	0.0292	0.0397	0.0275	0	0.5738	0.13555665987088	58
Pop	109	5.5	0.6462	0.6412	0.0088	0	99.4262	0.378	0.0262	0.0381	0.0383	0	0.5738	0.137833537206932	59
Pop	109	5.875	0.6538	0.6738	-0.0275	0	98.8538	0.4407	0.0309	0.0425	0.0212	0	1.1463	0.126792711518858	60
Pop	109	5.75	0.645	0.6812	-0.0525	0	99.4262	0.4532	0.0354	0.0445	0.0281	0	0.5738	0.131391624193	61
Pop	109	6	0.655	0.6675	-0.015	0	99.0825	0.378	0.0299	0.0428	0.0232	0	0.9175	0.126952650356779	62
Pop	109	6.125	0.6488	0.6587	-0.0138	0	99.3125	0.4407	0.0268	0.0308	0.0166	0	0.6875	0.132835507985049	63
Pop	109	5.75	0.6562	0.615	0.0638	0	99.5413	0.4532	0.0336	0.0363	0.0206	0	0.4588	0.146348810737343	64
Pop	109	5.75	0.6412	0.6562	-0.0275	0	98.6238	0.4119	0.036	0.0407	0.0372	0	1.3763	0.132590180088345	65
Pop	109	6.125	0.66	0.6712	-0.0138	0	99.6562	0.4407	0.0285	0.0382	0.0233	0	0.3437	0.125016972477064	66
Pop	109	5.75	0.6325	0.6612	-0.0462	0	99.6562	0.3134	0.0299	0.0319	0.0264	0	0.3437	0.127329748555895	67
Pop	109	6	0.6662	0.68	-0.02	0	99.6562	0.4629	0.0271	0.0311	0.0243	0	0.3437	0.130253397893306	68
Pop	109	5.625	0.6525	0.6562	-0.0038	0	99.6562	0.4199	0.0286	0.0385	0.0356	0	0.3437	0.132822290180088	69
Pop	109	5.625	0.6675	0.6912	-0.04	0	99.4262	0.4605	0.031	0.0274	0.0183	0	0.5738	0.129909751953789	70
Pop	109	6	0.6525	0.625	0.0488	0	99.1975	0.4629	0.0288	0.0429	0.0294	0	0.8025	0.137589500509684	71
Pop	109	6	0.6625	0.6325	0.0438	0	99.0825	0.4629	0.0243	0.0245	0.0256	0	0.9175	0.142333180428135	72
Pop	109	6.125	0.6475	0.6688	-0.0288	0	100	0.4407	0.0299	0.0388	0.0258	0	0	0.118151851851852	73
Pop	109	5.875	0.6538	0.6612	-0.0138	0	99.7712	0.3504	0.0244	0.0197	0.0211	0	0.2287	0.137117906897723	74
Pop	109	5.875	0.6538	0.665	-0.0162	0	99.3125	0.3981	0.0295	0.0385	0.0333	0	0.6875	0.127061926605505	75
Pop	109	5.75	0.66	0.6762	-0.025	0	99.6562	0.491	0.0324	0.0334	0.0187	0	0.3437	0.12882957866123	76
Pop	109	6	0.6512	0.645	0.0087	0	99.885	0.378	0.0372	0.0372	0.0157	0	0.115	0.134123683316344	77
Pop	109	6	0.645	0.66	-0.02	0	100	0.4629	0.0312	0.04	0.0204	0	0	0.128466139993204	78
Pop	109	6.125	0.66	0.6888	-0.0412	0	97.1325	0.4407	0.0298	0.0359	0.0208	0	2.8675	0.130597723411485	79
Pop	109	6	0.6375	0.65	-0.0162	0	99.6562	0.378	0.0246	0.039	0.029	0	0.3437	0.135059429153925	80
Pop	109	6	0.64	0.6612	-0.0338	0	99.7712	0.4629	0.0246	0.0288	0.0215	0	0.2287	0.133636782195039	81
Pop	109	5.625	0.645	0.675	-0.0475	0	99.0825	0.4199	0.0289	0.0339	0.0271	0	0.9175	0.129802463472647	82
Pop	109	6.125	0.6388	0.6762	-0.055	0	99.4262	0.4407	0.0301	0.0371	0.0174	0	0.5738	0.1203457866123	83
Pop	109	6	0.6512	0.6975	-0.0688	0	99.0825	0.378	0.0265	0.0326	0.0148	0	0.9175	0.113744206591913	84
Pop	109	5.875	0.6575	0.655	0.0038	0	99.7712	0.5154	0.0318	0.0415	0.0318	0	0.2287	0.137059242269793	85
Pop	109	6	0.6538	0.6625	-0.0138	0	99.1975	0.378	0.0269	0.0291	0.0247	0	0.8025	0.135240978593272	86
Pop	109	5.625	0.66	0.6912	-0.0462	0	99.3125	0.375	0.0293	0.0349	0.024	0	0.6875	0.127692745497791	87
Pop	109	5.875	0.64	0.6962	-0.0825	0	99.7712	0.3981	0.034	0.049	0.0302	0	0.2287	0.126748504926945	88
Pop	109	5.875	0.66	0.6775	-0.0275	0	99.6562	0.5154	0.0272	0.0303	0.0285	0	0.3437	0.130648063200815	89
Pop	109	6.125	0.6525	0.6675	-0.025	0	99.4262	0.4407	0.0276	0.0283	0.0219	0	0.5738	0.127222545022086	90
Pop	109	6.125	0.6512	0.6488	0.0088	0	98.5087	0.4407	0.0281	0.0411	0.0275	0	1.4913	0.133178372409106	91
Pop	109	5.75	0.6638	0.7125	-0.0762	0	99.7712	0.4119	0.0285	0.0314	0.0173	0	0.2287	0.128025739041794	92
Pop	109	6	0.6487	0.6662	-0.0212	0	99.6562	0.5	0.0237	0.0379	0.0258	0	0.3437	0.132070676180768	93
Pop	109	5.875	0.665	0.6925	-0.0388	0	98.8538	0.4407	0.0255	0.0341	0.0217	0	1.1463	0.129700407747197	94
Pop	109	6.125	0.6587	0.665	-0.005	0	99.4262	0.4407	0.0315	0.0436	0.0239	0	0.5738	0.13268912674142	95
Pop	109	5.75	0.655	0.68	-0.035	0	98.28	0.491	0.0224	0.0335	0.0315	0	1.72	0.132794920149507	96
Pop	109	6	0.6638	0.6812	-0.0262	0	99.1975	0.4629	0.0296	0.0363	0.031	0	0.8025	0.135409395174992	97
Pop	109	5.75	0.6488	0.6725	-0.0412	0	99.885	0.4532	0.026	0.0202	0.0224	0	0.115	0.129999660210669	98
Pop	109	6	0.6625	0.695	-0.045	0	98.395	0.378	0.0266	0.0373	0.0182	0	1.605	0.125746347264696	99
Pop	109	6	0.645	0.6512	-0.005	0	100	0.378	0.0258	0.0406	0.0295	0	0	0.12937629969419	100
Pop	109	5.875	0.6738	0.6688	0.015	0	99.885	0.5489	0.0289	0.0416	0.0256	0	0.115	0.12926748216106	101
Pop	109	6.125	0.6762	0.6838	-0.01	0	99.7712	0.4407	0.0306	0.0354	0.0256	0	0.2287	0.125883248386001	102
Pop	109	5.625	0.655	0.6688	-0.0188	0	99.885	0.4978	0.0293	0.0381	0.0306	0	0.115	0.132508885490996	103
Pop	109	5.625	0.6525	0.68	-0.0412	0	100	0.4199	0.0254	0.0315	0.026	0	0	0.13177286782195	104
Pop	109	5.75	0.6425	0.6425	0	0	98.8538	0.491	0.0286	0.0303	0.0178	0	1.1463	0.138636527353041	105
Pop	109	6	0.6512	0.6775	-0.0375	0	99.6562	0.4629	0.0316	0.0412	0.0236	0	0.3437	0.119974040095141	106
Pop	109	6.125	0.67	0.6925	-0.0325	0	98.7387	0.4407	0.026	0.0372	0.0218	0	1.2613	0.128122256201155	107
Pop	109	6	0.6387	0.655	-0.0225	0	98.7387	0.378	0.0234	0.0323	0.0228	0	1.2613	0.135314865783214	108
Pop	109	6.125	0.6612	0.6562	0.005	0	99.6562	0.4407	0.0271	0.0301	0.0308	0	0.3437	0.131361433910975	109
Pop	109	6	0.6425	0.6488	-0.0087	0	99.7712	0.378	0.0328	0.0397	0.0343	0	0.2287	0.131660992184845	110
Pop	109	6	0.6738	0.7062	-0.0488	0	99.5413	0.378	0.0271	0.0235	0.0189	0	0.4588	0.119961637784574	111
Pop	109	5.75	0.6412	0.6738	-0.0462	0	98.8538	0.491	0.0311	0.0435	0.03	0	1.1463	0.122137376826368	112
Pop	109	6	0.66	0.68	-0.0312	0	99.5413	0.4629	0.0292	0.0319	0.0161	0	0.4588	0.126701325178389	113
Pop	109	5.875	0.6538	0.7062	-0.0788	0	98.9675	0.3981	0.0238	0.0426	0.0502	0	1.0325	0.120763115868162	114
Pop	109	5.875	0.6475	0.67	-0.035	0	99.885	0.295	0.0254	0.0316	0.0301	0	0.115	0.124291692150866	115
Pop	109	5.75	0.6487	0.67	-0.0312	0	99.5413	0.366	0.0345	0.0401	0.027	0	0.4588	0.132259921848454	116
Pop	109	6	0.6412	0.6612	-0.0312	0	99.3125	0.5	0.029	0.0352	0.0292	0	0.6875	0.129502701325178	117
Pop	109	6	0.6612	0.6862	-0.0338	0	99.3125	0.4629	0.0277	0.0374	0.0266	0	0.6875	0.129827845735644	118
Pop	109	6.125	0.6462	0.6438	0.0025	0	99.1975	0.4407	0.0301	0.0298	0.0252	0	0.8025	0.133491199456337	119
Pop	109	5.875	0.6488	0.6512	-0.0025	0	99.885	0.5154	0.0302	0.0366	0.0276	0	0.115	0.135113523615358	120
Pop	109	6	0.6487	0.6675	-0.0262	0	99.7712	0.4629	0.0297	0.039	0.026	0	0.2287	0.129618671423717	121
Pop	109	5.875	0.6525	0.6675	-0.0262	0	99.6562	0.3981	0.029	0.0274	0.0176	0	0.3437	0.128368348623853	122
Pop	109	5.875	0.675	0.7025	-0.0375	0	98.7387	0.3981	0.0246	0.0388	0.0258	0	1.2613	0.136127268093782	123
Pop	109	5.75	0.6525	0.69	-0.0588	0	99.4262	0.366	0.0285	0.0294	0.0191	0	0.5738	0.125201342167856	124
Pop	109	6.125	0.655	0.6775	-0.0312	0	99.4262	0.4407	0.0279	0.0333	0.0127	0	0.5738	0.12816126401631	125
Pop	109	5.875	0.6588	0.6612	-0.0025	0	99.6562	0.4407	0.0316	0.0362	0.0215	0	0.3437	0.127666292898403	126
Pop	109	5.875	0.645	0.6412	0.01	0	98.6238	0.5154	0.0333	0.0455	0.0279	0	1.3763	0.13303618756371	127
Pop	109	5.875	0.64	0.6862	-0.0713	0	99.3125	0.3981	0.0333	0.0389	0.0198	0	0.6875	0.117926962283384	128
Pop	109	5.875	0.6638	0.7062	-0.0612	0	98.395	0.4407	0.0305	0.0384	0.0165	0	1.605	0.120830003397893	129
Pop	109	5.875	0.6325	0.6625	-0.0488	0	98.7387	0.4795	0.0327	0.0337	0.0245	0	1.2613	0.134496890927625	130
Pop	109	6	0.6738	0.675	-0.0013	0	99.6562	0.4629	0.0251	0.0321	0.0295	0	0.3437	0.134599354400272	131
Pop	109	5.625	0.6488	0.6362	0.02	0	99.6562	0.4199	0.0315	0.035	0.0187	0	0.3437	0.131101257220523	132
Pop	109	6.125	0.6525	0.7038	-0.08	0	99.885	0.4407	0.029	0.0314	0.0116	0	0.115	0.122726095820591	133
Pop	109	6.125	0.64	0.6925	-0.0825	0	99.4262	0.4407	0.0275	0.0327	0.0355	0	0.5738	0.117467363234794	134
Pop	109	5.375	0.655	0.7	-0.0675	0	98.9675	0.4978	0.018	0.0297	0.03	0	1.0325	0.128237852531431	135
Pop	109	5.875	0.6625	0.6675	-0.0025	0	100	0.4407	0.0344	0.046	0.0237	0	0	0.135198793747876	136
Pop	109	6	0.6438	0.6438	0	0	99.5413	0.5	0.0276	0.0298	0.0224	0	0.4588	0.128184369690792	137
Pop	109	6	0.6638	0.6775	-0.0188	0	99.5413	0.378	0.029	0.0394	0.0298	0	0.4588	0.130854808019028	138
Pop	109	6.125	0.6362	0.6425	-0.0025	0	98.8538	0.4407	0.0324	0.0474	0.0297	0	1.1463	0.141148436969079	139
Pop	109	6	0.6375	0.64	0.0012	0	99.6562	0.5	0.0313	0.0425	0.0298	0	0.3437	0.13488246687054	140
Pop	109	6	0.6388	0.6538	-0.0175	0	99.4262	0.4629	0.0335	0.0453	0.0256	0	0.5738	0.130174430852871	141
Pop	109	6	0.6625	0.6725	-0.0138	0	99.4262	0.378	0.0252	0.0292	0.0176	0	0.5738	0.128733469249066	142
Pop	109	5.75	0.6575	0.68	-0.0312	0	99.885	0.4532	0.0327	0.0405	0.0202	0	0.115	0.120767193340129	143
Pop	109	6	0.6538	0.65	0.0063	0	99.3125	0.378	0.0287	0.0331	0.0204	0	0.6875	0.129143917770982	144
Pop	109	6	0.6625	0.7088	-0.065	0	99.6562	0.4629	0.0297	0.0406	0.0221	0	0.3437	0.116981039755352	145
Pop	109	6	0.6462	0.685	-0.0562	0	99.6562	0.4629	0.0271	0.0412	0.0262	0	0.3437	0.120596466190962	146
Pop	109	5.875	0.6562	0.655	0.0012	0	99.885	0.3981	0.0298	0.0372	0.0301	0	0.115	0.12995494393476	147
Pop	109	5.875	0.6438	0.6438	0	0	99.6562	0.3981	0.0384	0.0419	0.0345	0	0.3437	0.13553457356439	148
Pop	109	6.125	0.6375	0.665	-0.0375	0	99.6562	0.4407	0.0372	0.0465	0.0185	0	0.3437	0.128672714916752	149
Pop	109	6	0.6412	0.6425	0	0	99.5413	0.5	0.0285	0.0344	0.0209	0	0.4588	0.133163880394156	150
Pop	109	5.75	0.6275	0.6838	-0.0788	0	98.395	0.3134	0.0318	0.0521	0.0311	0	1.605	0.122045361875637	151
Pop	109	6	0.6562	0.68	-0.04	0	99.885	0.4629	0.031	0.0282	0.0178	0	0.115	0.128952191641182	152
Pop	109	6.125	0.6625	0.69	-0.0412	0	97.9363	0.4407	0.0248	0.0308	0.0306	0	2.0638	0.130065205572545	153
Pop	109	5.875	0.6675	0.6638	0.0075	0	99.7712	0.3981	0.0265	0.0348	0.0261	0	0.2287	0.13228662928984	154
Pop	109	6	0.6725	0.6962	-0.0312	0	100	0.4629	0.0234	0.0343	0.0275	0	0	0.123337495752633	155
Pop	109	6	0.6475	0.6875	-0.0638	0	99.885	0.4629	0.0237	0.024	0.014	0	0.115	0.121495124023106	156
Pop	109	6.125	0.6538	0.6775	-0.04	0	99.7712	0.4407	0.0264	0.0264	0.0342	0	0.2287	0.124227013251784	251
Pop	109	6.125	0.6562	0.6762	-0.0275	0	99.3125	0.4407	0.0243	0.0348	0.0285	0	0.6875	0.12482370030581	252
Pop	109	5.75	0.6688	0.6825	-0.0238	0	99.885	0.491	0.0296	0.0286	0.0201	0	0.115	0.128493544002718	253
Pop	109	5.875	0.6262	0.6587	-0.0562	0	99.6562	0.4407	0.0269	0.023	0.0233	0	0.3437	0.12962962962963	254
Pop	109	5.875	0.6425	0.6462	-0.0062	0	99.7712	0.4407	0.0378	0.0444	0.0335	0	0.2287	0.128873088685015	255
Pop	109	5.875	0.655	0.6688	-0.02	0	99.4262	0.3981	0.0264	0.0361	0.0341	0	0.5738	0.132492813455657	256
Pop	109	5.875	0.6525	0.6825	-0.0412	0	99.885	0.3981	0.0388	0.0507	0.0327	0	0.115	0.129789925246347	257
Pop	109	5.75	0.6587	0.6838	-0.0388	0	98.28	0.491	0.0291	0.0317	0.0264	0	1.72	0.131012945973496	258
Pop	109	6.125	0.65	0.6312	0.0275	0	97.8212	0.4407	0.0312	0.0312	0.0225	0	2.1788	0.137725008494733	259
Pop	109	6.125	0.6487	0.6462	0.0113	0	99.5413	0.4407	0.0295	0.0436	0.0266	0	0.4588	0.12927536527353	260
Pop	109	6.125	0.6575	0.6512	0.0075	0	99.3125	0.4407	0.0356	0.0345	0.0157	0	0.6875	0.136824023105674	261
Pop	109	5.875	0.6312	0.6212	0.0188	0	99.4262	0.3981	0.0334	0.0391	0.0149	0	0.5738	0.141531260618417	262
Pop	109	5.875	0.6512	0.6388	0.0212	0	99.6562	0.3981	0.0245	0.0325	0.019	0	0.3437	0.143939772341148	263
Pop	109	6	0.6538	0.6775	-0.0375	0	99.885	0.4629	0.0243	0.0326	0.0369	0	0.115	0.127037189942236	264
Pop	109	6	0.6425	0.6612	-0.0325	0	99.885	0.4629	0.0245	0.0178	0.0194	0	0.115	0.127018025823989	265
Pop	109	6.125	0.6525	0.6438	0.0138	0	97.9363	0.4407	0.0382	0.0367	0.0131	0	2.0638	0.135656455997282	266
Pop	109	6	0.6512	0.6638	-0.0125	0	99.0825	0.378	0.025	0.0417	0.0336	0	0.9175	0.131777302072715	267
Pop	109	6	0.6625	0.6912	-0.0388	0	99.7712	0.378	0.0258	0.0413	0.0302	0	0.2287	0.121853516819572	268
Pop	109	5.625	0.6412	0.6675	-0.04	0	99.5413	0.2631	0.0312	0.0353	0.0211	0	0.4588	0.1342541114509	269
Pop	109	5.625	0.6587	0.6688	-0.0137	0	99.885	0.4978	0.0283	0.0374	0.0284	0	0.115	0.128551868841318	270
Pop	109	6	0.6525	0.6788	-0.0438	0	99.7712	0.378	0.0312	0.0233	0.0162	0	0.2287	0.118489653414883	271
Pop	109	6	0.6462	0.69	-0.07	0	99.885	0.4629	0.0302	0.0292	0.0148	0	0.115	0.118685372069317	272
Pop	109	6	0.6525	0.6462	0.0088	0	99.885	0.4629	0.029	0.0299	0.0207	0	0.115	0.136967448182127	273
Pop	109	5.75	0.65	0.6538	-0.0062	0	99.1975	0.366	0.0252	0.029	0.0218	0	0.8025	0.134236102616378	274
Pop	109	6.125	0.6462	0.6712	-0.0375	0	99.885	0.4407	0.041	0.0482	0.0251	0	0.115	0.125096958885491	275
Pop	109	5.875	0.6688	0.6962	-0.0438	0	100	0.4795	0.0279	0.0304	0.0259	0	0	0.124294427454978	276
Pop	109	5.625	0.6462	0.66	-0.0188	0	99.7712	0.375	0.0296	0.0392	0.0287	0	0.2287	0.126231362555216	277
Pop	109	5.875	0.6475	0.6838	-0.0475	0	99.6562	0.3981	0.0347	0.0514	0.0268	0	0.3437	0.12356714237173	278
Pop	109	6	0.6662	0.6625	0.0075	0	100	0.4629	0.0309	0.0388	0.0253	0	0	0.131601597009854	279
Pop	109	5.875	0.6487	0.6587	-0.015	0	98.05	0.4407	0.0303	0.0376	0.0265	0	1.95	0.141211620795107	280
Pop	109	6.125	0.6262	0.6412	-0.0213	0	99.885	0.4407	0.0348	0.0389	0.0134	0	0.115	0.135919418960245	281
Pop	109	5.875	0.6625	0.6738	-0.0138	0	99.0825	0.3981	0.0249	0.0353	0.0226	0	0.9175	0.132992388718994	282
Pop	109	6	0.6587	0.6988	-0.0625	0	99.885	0.4629	0.0263	0.0335	0.0394	0	0.115	0.120573428474346	283
Pop	109	6	0.6538	0.675	-0.0362	0	99.885	0.4629	0.0336	0.032	0.0173	0	0.115	0.125306625891947	284
Pop	109	5.625	0.6462	0.6712	-0.0362	0	99.3125	0.4199	0.0249	0.0305	0.0203	0	0.6875	0.128908239891267	285
Pop	109	5.875	0.6438	0.6625	-0.0238	0	99.6562	0.3981	0.0328	0.043	0.021	0	0.3437	0.128431090723751	286
Pop	109	5.375	0.6512	0.6938	-0.0675	0	99.5413	0.4199	0.0257	0.0265	0.0258	0	0.4588	0.125436272511043	287
Pop	109	5.875	0.6412	0.705	-0.0988	0	99.7712	0.3981	0.0283	0.0351	0.024	0	0.2287	0.119507951070336	288
Pop	109	6.125	0.6525	0.6888	-0.0575	0	99.7712	0.4407	0.03	0.0331	0.0157	0	0.2287	0.127222375127421	289
Pop	109	6.125	0.6575	0.6712	-0.0238	0	98.6238	0.4407	0.0323	0.029	0.0197	0	1.3763	0.131710312606184	290
Pop	109	5.875	0.6538	0.6925	-0.0625	0	98.7387	0.3981	0.0301	0.0284	0.018	0	1.2613	0.125399830105335	291
Pop	109	6	0.665	0.6762	-0.0137	0	99.4262	0.4629	0.027	0.0374	0.0216	0	0.5738	0.120197128780156	292
Pop	109	6	0.65	0.675	-0.04	0	99.6562	0.4629	0.0303	0.033	0.0212	0	0.3437	0.127734930343187	293
Pop	109	5.875	0.6538	0.6675	-0.0162	0	99.0825	0.295	0.0312	0.041	0.0199	0	0.9175	0.133723003737683	294
Pop	109	6	0.6637	0.6938	-0.04	0	99.5413	0.378	0.0243	0.0365	0.0211	0	0.4588	0.125866530750934	295
Pop	109	6	0.6562	0.6525	0.0087	0	99.7712	0.4629	0.0304	0.043	0.0369	0	0.2287	0.129782721712538	296
Pop	109	6	0.6512	0.6538	0.0013	0	98.8538	0.4629	0.0298	0.0465	0.0394	0	1.1463	0.132589194699286	297
Pop	109	6.125	0.6612	0.6675	-0.0062	0	99.6562	0.4407	0.0263	0.0362	0.0266	0	0.3437	0.131574006116208	298
Pop	109	6.125	0.65	0.63	0.0338	0	99.5413	0.4407	0.0276	0.0373	0.0265	0	0.4588	0.13236919809718	299
Pop	109	6	0.6738	0.69	-0.0188	0	98.9675	0.378	0.0278	0.0396	0.0282	0	1.0325	0.125174226979273	300
Pop	109	6.125	0.6512	0.6762	-0.04	0	99.0825	0.4407	0.0282	0.0348	0.0281	0	0.9175	0.136108868501529	301
Pop	109	5.875	0.6538	0.6612	-0.0125	0	99.5413	0.3981	0.0241	0.0294	0.0332	0	0.4588	0.131425790010194	302
Pop	109	6	0.6275	0.6288	0.0025	0	99.5413	0.378	0.0338	0.0484	0.0375	0	0.4588	0.13447536527353	303
Pop	109	6.125	0.6538	0.6675	-0.02	0	99.7712	0.4407	0.0258	0.0319	0.0224	0	0.2287	0.133352667346245	304
Pop	109	6.125	0.6538	0.6425	0.0188	0	99.6562	0.4407	0.0276	0.0296	0.0211	0	0.3437	0.134835490995583	305
Pop	109	5.875	0.6562	0.6712	-0.0188	0	98.9675	0.3981	0.0343	0.0447	0.0257	0	1.0325	0.130715120625212	306
Pop	109	6	0.6587	0.6725	-0.02	0	99.6562	0.5	0.0248	0.0289	0.01	0	0.3437	0.134844393476045	307
Pop	109	6	0.6612	0.7225	-0.0938	0	99.1975	0.378	0.0293	0.034	0.0222	0	0.8025	0.114208647638464	308
Pop	109	6.125	0.6587	0.705	-0.07	0	99.3125	0.4407	0.0261	0.0311	0.0284	0	0.6875	0.122621916411825	309
Pop	109	5.5	0.6525	0.675	-0.0338	0	99.7712	0.3273	0.0316	0.0358	0.0234	0	0.2287	0.12532247706422	310
Pop	109	6	0.6388	0.6888	-0.075	0	98.05	0.4629	0.0333	0.0428	0.0176	0	1.95	0.131685066258919	311
Pop	109	6.125	0.6325	0.6625	-0.045	0	99.5413	0.4407	0.0303	0.0369	0.0218	0	0.4588	0.136066123003738	312
Pop	109	5.5	0.6512	0.6525	0.005	0	99.6562	0.5345	0.0277	0.0479	0.0354	0	0.3437	0.133974855589534	313
Pop	109	5.875	0.6575	0.6525	0.005	0	99.0825	0.4407	0.0218	0.0254	0.0335	0	0.9175	0.135788837920489	314
Pop	109	6.125	0.67	0.6512	0.03	0	99.885	0.4407	0.0338	0.0336	0.0089	0	0.115	0.131407152565409	315
Pop	109	6.125	0.65	0.675	-0.04	0	99.7712	0.4407	0.0288	0.028	0.0215	0	0.2287	0.121264746856949	316
Pop	109	5.875	0.66	0.6675	-0.0088	0	99.7712	0.3981	0.0255	0.0386	0.0288	0	0.2287	0.131543187223921	317
Pop	109	5.875	0.665	0.6925	-0.0375	0	99.6562	0.3981	0.0309	0.0405	0.024	0	0.3437	0.125839874277948	318
Pop	109	6.125	0.6538	0.7025	-0.0762	0	99.7712	0.4407	0.0286	0.0275	0.0209	0	0.2287	0.11962458375807	319
Pop	109	6	0.6488	0.6688	-0.0363	0	99.885	0.378	0.0319	0.0296	0.0326	0	0.115	0.130681821270812	320
Pop	109	5.875	0.6487	0.6562	-0.0112	0	99.5413	0.3981	0.0351	0.0355	0.0085	0	0.4588	0.124625790010194	321
Pop	109	5.625	0.66	0.6612	-0.0012	0	99.7712	0.4978	0.0244	0.03	0.0211	0	0.2287	0.135965919130139	322
Pop	109	5.75	0.6475	0.6688	-0.0338	0	99.7712	0.491	0.0319	0.0338	0.0207	0	0.2287	0.131576741420319	323
Pop	109	6.125	0.6475	0.675	-0.04	0	99.3125	0.4407	0.0256	0.0348	0.0204	0	0.6875	0.130952208630649	324
Pop	109	6.125	0.6538	0.6462	0.0137	0	99.5413	0.4407	0.0293	0.0362	0.0234	0	0.4588	0.131322731906218	325
Pop	109	5.625	0.6575	0.6775	-0.0275	0	99.1975	0.4199	0.0255	0.032	0.0247	0	0.8025	0.133980224260958	251
Pop	109	5.875	0.6562	0.68	-0.0375	0	99.4262	0.4407	0.0304	0.0319	0.021	0	0.5738	0.129500679578661	252
Pop	109	6	0.635	0.6362	-0.0012	0	100	0.5	0.0333	0.0342	0.0214	0	0	0.125506354060482	253
Pop	109	5.75	0.6462	0.6662	-0.0275	0	99.885	0.3134	0.0245	0.0362	0.0244	0	0.115	0.129258443764866	254
Pop	109	5.75	0.64	0.6688	-0.045	0	98.9675	0.3134	0.0262	0.0309	0.0312	0	1.0325	0.131205606523955	255
Pop	109	6.125	0.6438	0.6725	-0.0388	0	98.9675	0.4407	0.0327	0.045	0.0238	0	1.0325	0.126320217465172	256
Pop	109	6	0.6512	0.7062	-0.085	0	98.9675	0.5	0.0303	0.0333	0.0228	0	1.0325	0.11852130479103	257
Pop	109	5.75	0.6612	0.6812	-0.0275	0	99.0825	0.5261	0.025	0.0368	0.0294	0	0.9175	0.130776588515121	258
Pop	109	6.125	0.6538	0.6675	-0.0225	0	99.4262	0.4407	0.0304	0.0271	0.0235	0	0.5738	0.133493849813116	259
Pop	109	5.875	0.6462	0.655	-0.0138	0	99.885	0.3981	0.0329	0.0376	0.0191	0	0.115	0.129536017669045	260
Pop	109	6	0.6375	0.6388	-0.0038	0	99.6562	0.378	0.0362	0.0341	0.0136	0	0.3437	0.135324176010873	261
Pop	109	5.875	0.65	0.665	-0.0213	0	99.885	0.3981	0.023	0.0371	0.038	0	0.115	0.130755674481821	262
Pop	109	5.875	0.6525	0.685	-0.0538	0	100	0.5489	0.0302	0.0254	0.0203	0	0	0.121954960924227	263
Pop	109	5.75	0.65	0.655	-0.01	0	99.7712	0.559	0.0378	0.0421	0.0279	0	0.2287	0.133485474006116	264
Pop	109	6.125	0.6625	0.68	-0.0238	0	99.7712	0.4407	0.0239	0.0377	0.0216	0	0.2287	0.132019486918111	265
Pop	109	6	0.6362	0.6325	0.005	0	99.7712	0.4629	0.0245	0.0293	0.025	0	0.2287	0.133431413523615	266
