Pop	N	A	He	Ho	Fis	N.Missing	P.GT	A.se	He.se	Ho.se	Fis.se	N.Missing.se	P.GT.se	related	sim
Pop	109	5.75	0.6525	0.6512	0.0025	0	99.5413	0.491	0.0294	0.0322	0.0199	0	0.4588	0.12521997961264	267
Pop	109	6	0.6312	0.6638	-0.0525	0	99.5413	0.5	0.0324	0.0345	0.0136	0	0.4588	0.128220981991165	268
Pop	109	6.125	0.645	0.6438	0.0013	0	99.6562	0.4407	0.0269	0.0289	0.0187	0	0.3437	0.142239789330615	269
Pop	109	5.75	0.6675	0.65	0.0238	0	99.6562	0.4119	0.0323	0.0287	0.0173	0	0.3437	0.134998521916412	270
Pop	109	6	0.6587	0.6738	-0.0188	0	99.6562	0.378	0.0283	0.0401	0.0237	0	0.3437	0.133462028542304	271
Pop	109	6	0.645	0.6675	-0.03	0	100	0.4629	0.0321	0.0417	0.0304	0	0	0.11972164458036	272
Pop	109	5.625	0.6288	0.6338	-0.0075	0	98.8538	0.375	0.0238	0.0299	0.0192	0	1.1463	0.144537835541964	273
Pop	109	6.125	0.6538	0.6712	-0.0275	0	99.3125	0.4407	0.0276	0.0312	0.0236	0	0.6875	0.132348861705742	274
Pop	109	6.125	0.67	0.6862	-0.0288	0	100	0.4407	0.0276	0.0295	0.0379	0	0	0.12947370030581	275
Pop	109	6.125	0.6488	0.6662	-0.0225	0	99.885	0.4407	0.0358	0.0425	0.0297	0	0.115	0.129110635406048	276
Pop	109	5.875	0.6538	0.63	0.0312	0	99.885	0.295	0.0353	0.0332	0.0312	0	0.115	0.1378166496772	277
Pop	109	5.75	0.6512	0.675	-0.0375	0	99.5413	0.4532	0.0295	0.0306	0.0217	0	0.4588	0.126546143391098	278
Pop	109	6.125	0.6688	0.6938	-0.0338	0	98.7387	0.4407	0.0275	0.0348	0.0185	0	1.2613	0.129982195039076	279
Pop	109	5.875	0.6562	0.7	-0.0675	0	99.4262	0.4407	0.0256	0.024	0.0096	0	0.5738	0.12220788311247	280
Pop	109	5.875	0.6412	0.6637	-0.0362	0	99.7712	0.3981	0.0274	0.0294	0.0224	0	0.2287	0.132342711518858	281
Pop	109	5.75	0.6725	0.6712	0.0025	0	99.885	0.491	0.0287	0.0308	0.0162	0	0.115	0.130907118586476	282
Pop	109	6.125	0.6712	0.6625	0.0138	0	99.4262	0.4407	0.0273	0.0321	0.0228	0	0.5738	0.130644869181108	283
Pop	109	5.5	0.6562	0.675	-0.03	0	99.4262	0.5	0.0309	0.0309	0.0187	0	0.5738	0.130347026843357	284
Pop	109	6	0.665	0.6762	-0.015	0	98.8538	0.5	0.025	0.032	0.0148	0	1.1463	0.134303448861706	285
Pop	109	6.125	0.6562	0.68	-0.0375	0	99.5413	0.4407	0.029	0.0281	0.0214	0	0.4588	0.126569384981312	286
Pop	109	6	0.6538	0.6512	0.0038	0	99.3125	0.378	0.0289	0.0304	0.0143	0	0.6875	0.131969300033979	287
Pop	109	6	0.6475	0.6562	-0.0088	0	99.4262	0.378	0.0264	0.0416	0.0257	0	0.5738	0.127106642881414	288
Pop	109	5.875	0.655	0.6612	-0.0038	0	99.5413	0.5489	0.0249	0.0414	0.0308	0	0.4588	0.130180190282025	289
Pop	109	5.75	0.64	0.6338	0.01	0	99.885	0.4532	0.0279	0.0328	0.027	0	0.115	0.13720039075773	290
Pop	109	5.625	0.6575	0.6825	-0.0412	0	99.7712	0.4199	0.0307	0.0336	0.0209	0	0.2287	0.133335474006116	291
Pop	109	5.375	0.645	0.6575	-0.0175	0	98.6238	0.4199	0.0354	0.0389	0.0125	0	1.3763	0.134536969079171	292
Pop	109	5.875	0.67	0.7012	-0.0475	0	99.7712	0.3504	0.0224	0.0311	0.0243	0	0.2287	0.1208375127421	293
Pop	109	6.125	0.6538	0.6362	0.0262	0	99.1975	0.4407	0.0317	0.0312	0.006	0	0.8025	0.143016768603466	294
Pop	109	6.125	0.6425	0.67	-0.0412	0	99.0825	0.4407	0.0328	0.0372	0.0163	0	0.9175	0.126817669045192	295
Pop	109	6	0.6438	0.6538	-0.0175	0	99.7712	0.5	0.0293	0.0315	0.0296	0	0.2287	0.128810261637785	296
Pop	109	6.125	0.6525	0.6912	-0.055	0	99.5413	0.4407	0.0307	0.0372	0.018	0	0.4588	0.121740655793408	297
Pop	109	6.125	0.655	0.68	-0.0363	0	97.5913	0.4407	0.0295	0.0351	0.0189	0	2.4087	0.130631022765885	298
Pop	109	6	0.665	0.6812	-0.0262	0	98.9675	0.378	0.0219	0.0219	0.0247	0	1.0325	0.131772952769283	299
Pop	109	6.125	0.6587	0.66	-0.0062	0	99.885	0.4407	0.0304	0.0288	0.0258	0	0.115	0.136114254162419	300
Pop	109	5.625	0.6125	0.6013	0.0238	0	98.9675	0.375	0.0329	0.0412	0.0197	0	1.0325	0.142650934420659	301
Pop	109	6	0.6612	0.6612	-0.0025	0	99.6562	0.378	0.0233	0.0201	0.0217	0	0.3437	0.13153457356439	302
Pop	109	5.875	0.6512	0.6675	-0.0288	0	99.885	0.295	0.0266	0.0193	0.0239	0	0.115	0.132377353041115	303
Pop	109	6	0.6587	0.665	-0.0063	0	99.1975	0.378	0.0239	0.0366	0.0292	0	0.8025	0.130727998640843	304
Pop	109	6.125	0.66	0.67	-0.0175	0	99.885	0.4407	0.0278	0.0355	0.0411	0	0.115	0.128884879374788	305
Pop	109	5.625	0.6512	0.6825	-0.0512	0	99.3125	0.4199	0.0264	0.0274	0.0319	0	0.6875	0.127865715256541	306
Pop	109	6.125	0.6612	0.6975	-0.0538	0	99.6562	0.4407	0.0332	0.0391	0.0269	0	0.3437	0.11956126401631	307
Pop	109	5.375	0.6425	0.6788	-0.0538	0	99.6562	0.375	0.0263	0.0371	0.0285	0	0.3437	0.124930326197757	308
Pop	109	5.875	0.6438	0.6912	-0.07	0	99.7712	0.4407	0.0314	0.0417	0.0235	0	0.2287	0.121914101257221	309
Pop	109	6	0.6612	0.675	-0.02	0	99.885	0.4629	0.0286	0.033	0.0226	0	0.115	0.126187920489297	310
Pop	109	5.875	0.65	0.6725	-0.0325	0	99.7712	0.3981	0.0321	0.0393	0.02	0	0.2287	0.123548946653075	311
Pop	109	5.875	0.6575	0.6988	-0.06	0	99.4262	0.3981	0.0346	0.0435	0.0201	0	0.5738	0.122961603805641	312
Pop	109	5.75	0.67	0.7163	-0.0688	0	99.0825	0.4532	0.0267	0.0312	0.0211	0	0.9175	0.127467669045192	313
Pop	109	6	0.6625	0.6575	0.0088	0	99.7712	0.378	0.0272	0.0321	0.0154	0	0.2287	0.138194699286442	314
Pop	109	6	0.66	0.6888	-0.0412	0	99.6562	0.378	0.0284	0.0368	0.0301	0	0.3437	0.125420523275569	315
Pop	109	6.125	0.6387	0.6587	-0.0325	0	99.7712	0.4407	0.0327	0.0363	0.0293	0	0.2287	0.130402429493714	316
Pop	109	5.75	0.6712	0.69	-0.0262	0	99.5413	0.491	0.0262	0.0396	0.0387	0	0.4588	0.132599575263337	317
Pop	109	5.875	0.65	0.6537	-0.0063	0	99.7712	0.3981	0.025	0.0231	0.0186	0	0.2287	0.1333999490316	318
Pop	109	5.875	0.6562	0.66	-0.005	0	99.6562	0.3981	0.0305	0.0392	0.0271	0	0.3437	0.132532500849473	319
Pop	109	6	0.665	0.6637	0	0	99.7712	0.4629	0.0286	0.0333	0.0339	0	0.2287	0.12800377166157	320
Pop	109	6	0.6575	0.6575	-0.0012	0	98.8538	0.4629	0.0235	0.0248	0.0186	0	1.1463	0.131371440706762	321
Pop	109	6	0.6512	0.6712	-0.0325	0	99.4262	0.378	0.0205	0.0233	0.029	0	0.5738	0.135053737682637	322
Pop	109	5.75	0.6512	0.6675	-0.0238	0	99.1975	0.4532	0.0336	0.0379	0.0152	0	0.8025	0.130909225280326	251
Pop	109	5.75	0.6525	0.6712	-0.025	0	98.165	0.559	0.0266	0.0352	0.0257	0	1.835	0.13425293917771	252
Pop	109	5.875	0.6438	0.6462	-0.0038	0	99.5413	0.4407	0.0265	0.0305	0.0141	0	0.4588	0.132493764865783	253
Pop	109	6.125	0.6462	0.65	-0.0075	0	99.6562	0.4407	0.0288	0.0285	0.0265	0	0.3437	0.135013047910296	254
Pop	109	5.875	0.645	0.6612	-0.0238	0	100	0.5154	0.0284	0.0329	0.0152	0	0	0.123096143391098	255
Pop	109	6	0.66	0.655	0.0025	0	99.7712	0.4629	0.0302	0.0275	0.0296	0	0.2287	0.127253907577302	256
Pop	109	5.875	0.64	0.6612	-0.0275	0	99.4262	0.4407	0.0311	0.0435	0.0332	0	0.5738	0.129638430173293	257
Pop	109	5.75	0.655	0.675	-0.0338	0	99.5413	0.491	0.0291	0.0405	0.0484	0	0.4588	0.128159242269793	258
Pop	109	6	0.6587	0.6412	0.0288	0	98.9675	0.378	0.0271	0.0414	0.0393	0	1.0325	0.142102123683316	259
Pop	109	5.75	0.655	0.6738	-0.0338	0	99.885	0.4532	0.029	0.0271	0.0227	0	0.115	0.126406523955148	260
Pop	109	6.125	0.6638	0.6712	-0.0113	0	98.7387	0.4407	0.0268	0.0336	0.0238	0	1.2613	0.129845378865104	261
Pop	109	6	0.6562	0.6788	-0.035	0	99.3125	0.378	0.0278	0.0314	0.0249	0	0.6875	0.129790740740741	262
Pop	109	5.875	0.6712	0.6988	-0.0375	0	99.4262	0.5154	0.0252	0.0378	0.0199	0	0.5738	0.131652276588515	263
Pop	109	6	0.6537	0.67	-0.025	0	100	0.5	0.02	0.0279	0.024	0	0	0.131658120965002	264
Pop	109	6	0.6412	0.6925	-0.0838	0	99.5413	0.4629	0.0274	0.0261	0.0271	0	0.4588	0.13779373088685	265
Pop	109	5.625	0.6475	0.655	-0.0138	0	98.165	0.4978	0.0285	0.0276	0.0263	0	1.835	0.145322833843017	266
Pop	109	6	0.6438	0.6662	-0.0338	0	100	0.378	0.0292	0.0382	0.0305	0	0	0.133678848114169	267
Pop	109	5.625	0.655	0.6512	0.0075	0	99.5413	0.4978	0.0357	0.046	0.0378	0	0.4588	0.137148267074414	268
Pop	109	6	0.64	0.6762	-0.0562	0	99.885	0.378	0.0363	0.0395	0.0158	0	0.115	0.130611348963643	269
Pop	109	6	0.6625	0.6712	-0.015	0	99.5413	0.378	0.0266	0.0272	0.0204	0	0.4588	0.128633724091064	270
Pop	109	5.875	0.6637	0.6575	0.0113	0	97.7062	0.4407	0.027	0.0352	0.0247	0	2.2937	0.142092422697927	271
Pop	109	5.75	0.6462	0.6738	-0.0375	0	99.885	0.366	0.0326	0.0428	0.017	0	0.115	0.133700016989467	272
Pop	109	6.125	0.6587	0.6575	0.0013	0	98.395	0.4407	0.0262	0.033	0.016	0	1.605	0.140114067278287	273
Pop	109	6	0.6475	0.6575	-0.0138	0	99.1975	0.378	0.025	0.0335	0.0204	0	0.8025	0.131038837920489	274
Pop	109	5.875	0.63	0.655	-0.0438	0	99.885	0.3981	0.0296	0.0281	0.0274	0	0.115	0.126188124362895	275
Pop	109	5.75	0.6438	0.6725	-0.0412	0	99.6562	0.491	0.0305	0.0397	0.021	0	0.3437	0.121233231396534	276
Pop	109	6.125	0.6525	0.66	-0.0088	0	99.885	0.4407	0.0272	0.0389	0.0303	0	0.115	0.128041420319402	277
Pop	109	6.125	0.6438	0.6425	0.005	0	99.7712	0.4407	0.0331	0.0386	0.0186	0	0.2287	0.129781005776419	278
Pop	109	5.875	0.6575	0.6812	-0.0338	0	99.7712	0.3981	0.0299	0.0371	0.0228	0	0.2287	0.12900293917771	279
Pop	109	5.5	0.6575	0.6725	-0.0225	0	99.6562	0.5	0.0339	0.0379	0.0243	0	0.3437	0.128390621814475	280
Pop	109	5.875	0.6688	0.6875	-0.0238	0	99.885	0.3981	0.0312	0.0449	0.0284	0	0.115	0.123671236833163	281
Pop	109	6.125	0.6712	0.69	-0.0238	0	98.5087	0.4407	0.029	0.0418	0.029	0	1.4913	0.131677709819912	282
Pop	109	5.875	0.665	0.6875	-0.035	0	99.4262	0.5489	0.0267	0.0283	0.0176	0	0.5738	0.125797842337751	283
Pop	109	5.75	0.6637	0.7025	-0.0525	0	99.7712	0.491	0.0269	0.047	0.0394	0	0.2287	0.120787801563031	284
Pop	109	6.125	0.6475	0.6725	-0.0375	0	99.1975	0.4407	0.0284	0.0336	0.016	0	0.8025	0.126041777098199	285
Pop	109	6.125	0.65	0.6788	-0.0462	0	99.5413	0.4407	0.0296	0.0261	0.0208	0	0.4588	0.128166615698267	286
Pop	109	6	0.645	0.6725	-0.04	0	99.4262	0.378	0.029	0.0355	0.0116	0	0.5738	0.124521831464492	287
Pop	109	6	0.66	0.6988	-0.0588	0	97.9363	0.378	0.023	0.0277	0.0171	0	2.0638	0.12148207611281	288
Pop	109	5.75	0.6362	0.6325	0.0087	0	97.7062	0.4532	0.0308	0.0407	0.0285	0	2.2937	0.143168535507985	289
Pop	109	5.625	0.6425	0.6162	0.0425	0	99.6562	0.375	0.0287	0.0395	0.0375	0	0.3437	0.139601444104655	290
Pop	109	6.125	0.6562	0.6575	-0.0038	0	98.7387	0.4407	0.0343	0.0376	0.0243	0	1.2613	0.136981549439348	291
Pop	109	6.125	0.6638	0.6888	-0.04	0	100	0.4407	0.034	0.0363	0.0227	0	0	0.126463217804961	292
Pop	109	5.875	0.6388	0.6537	-0.0213	0	99.5413	0.5489	0.0268	0.0334	0.025	0	0.4588	0.123425280326198	293
Pop	109	6	0.6475	0.6738	-0.0388	0	98.9675	0.5	0.0286	0.0335	0.0166	0	1.0325	0.12338707101597	294
Pop	109	6.125	0.6638	0.6738	-0.0162	0	99.7712	0.4407	0.0243	0.029	0.0249	0	0.2287	0.127177556914713	295
Pop	109	6.125	0.65	0.6738	-0.0375	0	99.885	0.4407	0.0335	0.0345	0.0245	0	0.115	0.124795276928304	296
Pop	109	6	0.6637	0.6725	-0.0138	0	98.395	0.378	0.0263	0.0316	0.0264	0	1.605	0.139912776078831	297
Pop	109	5.875	0.6312	0.6138	0.0262	0	99.5413	0.5154	0.0268	0.0246	0.0194	0	0.4588	0.14266958885491	298
Pop	109	5.875	0.6387	0.6338	0.0075	0	98.7387	0.5154	0.0226	0.0326	0.0386	0	1.2613	0.147237410805301	299
Pop	109	6.125	0.66	0.68	-0.0288	0	99.885	0.4407	0.0337	0.0389	0.0178	0	0.115	0.127385643900782	300
Pop	109	6	0.65	0.6475	0.005	0	99.885	0.5	0.0281	0.0348	0.0263	0	0.115	0.133718144750255	301
Pop	109	5.875	0.62	0.615	0.0075	0	99.4262	0.3504	0.0287	0.0298	0.0146	0	0.5738	0.134922562011553	302
Pop	109	5.875	0.6425	0.6562	-0.0212	0	99.0825	0.3981	0.0313	0.0371	0.0299	0	0.9175	0.142528712198437	303
Pop	109	6.125	0.6412	0.6675	-0.0375	0	99.885	0.4407	0.0339	0.0434	0.0241	0	0.115	0.133805249745158	304
Pop	109	6	0.6475	0.67	-0.035	0	99.7712	0.378	0.0275	0.0304	0.018	0	0.2287	0.12637291879035	305
Pop	109	5.625	0.6525	0.6562	-0.0075	0	99.7712	0.4199	0.0268	0.0274	0.0291	0	0.2287	0.134659717974856	306
Pop	109	6.125	0.6712	0.6838	-0.02	0	99.4262	0.4407	0.0229	0.0243	0.0213	0	0.5738	0.125445752633367	307
Pop	109	5.875	0.635	0.6338	0.0062	0	100	0.295	0.0315	0.0413	0.0247	0	0	0.133963506625892	308
Pop	109	6	0.6475	0.6675	-0.0312	0	99.6562	0.4629	0.0253	0.0247	0.009	0	0.3437	0.120399592252803	309
Pop	109	6.125	0.6575	0.6875	-0.0475	0	99.6562	0.4407	0.0323	0.0335	0.0224	0	0.3437	0.119754638124363	310
Pop	109	5.875	0.6288	0.65	-0.0313	0	99.885	0.3981	0.0229	0.0395	0.0373	0	0.115	0.129898742779477	311
Pop	109	5.875	0.6475	0.6587	-0.0137	0	99.6562	0.4407	0.0321	0.039	0.0186	0	0.3437	0.126591386340469	312
Pop	109	6	0.6612	0.695	-0.0488	0	98.6238	0.378	0.0322	0.0377	0.0168	0	1.3763	0.121714237172953	313
Pop	109	5.625	0.6488	0.665	-0.0288	0	99.4262	0.4978	0.0345	0.0343	0.0217	0	0.5738	0.134800747536527	314
Pop	109	5.625	0.66	0.7075	-0.075	0	99.6562	0.375	0.0243	0.0252	0.0245	0	0.3437	0.12157786272511	315
Pop	109	6.125	0.645	0.6512	-0.0063	0	99.7712	0.4407	0.0281	0.0381	0.0245	0	0.2287	0.131165239551478	316
Pop	109	6	0.6537	0.67	-0.0262	0	99.7712	0.378	0.0375	0.0367	0.0152	0	0.2287	0.126990095141013	317
Pop	109	6	0.635	0.65	-0.025	0	98.9675	0.378	0.0311	0.0349	0.0233	0	1.0325	0.128901257220523	318
Pop	109	6.125	0.67	0.6825	-0.0175	0	99.5413	0.4407	0.0263	0.0306	0.0212	0	0.4588	0.125327590893646	319
Pop	109	6	0.6512	0.6625	-0.0125	0	99.885	0.5	0.0403	0.0475	0.0177	0	0.115	0.121852752293578	320
Pop	109	5.875	0.65	0.6425	0.0087	0	99.1975	0.3981	0.0309	0.0333	0.0288	0	0.8025	0.140438515120625	321
Pop	109	5.875	0.6375	0.6912	-0.0825	0	99.4262	0.3981	0.0301	0.0412	0.0259	0	0.5738	0.126287699626232	322
Pop	109	5.75	0.6587	0.6938	-0.0525	0	99.7712	0.559	0.0242	0.0291	0.0208	0	0.2287	0.131177319062181	323
Pop	109	6	0.6725	0.69	-0.0288	0	99.885	0.378	0.0258	0.0215	0.0218	0	0.115	0.129346907917091	324
Pop	109	5.875	0.68	0.7075	-0.0375	0	98.8538	0.4407	0.0275	0.0376	0.0222	0	1.1463	0.129976469588855	325
Pop	109	5.875	0.6587	0.6975	-0.0525	0	98.5087	0.4407	0.0315	0.0453	0.0199	0	1.4913	0.124229255861366	326
Pop	109	5.625	0.6538	0.6575	-0.0088	0	99.4262	0.4978	0.0306	0.0312	0.0219	0	0.5738	0.131647774379884	327
Pop	109	5.5	0.6587	0.6938	-0.0512	0	99.885	0.378	0.026	0.0306	0.0104	0	0.115	0.124728967040435	328
Pop	109	6	0.6375	0.6575	-0.0362	0	99.885	0.378	0.0358	0.0345	0.0169	0	0.115	0.133069045191981	329
Pop	109	6	0.6412	0.6412	0	0	99.7712	0.5	0.0337	0.0359	0.0209	0	0.2287	0.131518263676521	330
Pop	109	6	0.6375	0.6975	-0.095	0	98.7387	0.5	0.0255	0.0321	0.0204	0	1.2613	0.130845107033639	331
Pop	109	6.125	0.6688	0.6875	-0.0238	0	99.0825	0.4407	0.0335	0.0427	0.0188	0	0.9175	0.125885134216786	332
Pop	109	6.125	0.665	0.68	-0.025	0	98.8538	0.4407	0.0288	0.0295	0.0183	0	1.1463	0.135103737682637	333
Pop	109	5.875	0.65	0.675	-0.0375	0	100	0.3981	0.0316	0.0429	0.0319	0	0	0.122476656472987	334
Pop	109	5.875	0.655	0.7062	-0.075	0	99.885	0.4407	0.0291	0.039	0.0178	0	0.115	0.115448402990146	335
Pop	109	6.125	0.665	0.7163	-0.0762	0	98.8538	0.4407	0.0281	0.0316	0.0103	0	1.1463	0.121491641182467	336
Pop	109	6	0.65	0.665	-0.02	0	99.7712	0.4629	0.0346	0.0471	0.0342	0	0.2287	0.126412555215766	337
Pop	109	6.125	0.66	0.6838	-0.0375	0	99.7712	0.4407	0.0315	0.0329	0.0175	0	0.2287	0.120002378525314	338
Pop	109	5.875	0.6212	0.6388	-0.0275	0	100	0.3504	0.0416	0.0458	0.0227	0	0	0.129783554196398	339
Pop	109	6	0.6475	0.6625	-0.0188	0	99.885	0.4629	0.0383	0.0456	0.0217	0	0.115	0.127994835202175	340
Pop	109	6	0.665	0.6712	-0.0075	0	99.5413	0.378	0.0267	0.0338	0.0163	0	0.4588	0.124841573224601	501
Pop	109	5.75	0.6338	0.6538	-0.0325	0	100	0.491	0.0316	0.0345	0.014	0	0	0.123672154264356	502
Pop	109	6.125	0.6525	0.65	0.01	0	99.6562	0.4407	0.0303	0.0447	0.0332	0	0.3437	0.123840825688073	503
Pop	109	5.875	0.665	0.7025	-0.0562	0	100	0.3981	0.0254	0.0252	0.0144	0	0	0.12549079170914	504
Pop	109	5.875	0.635	0.6338	0.005	0	98.7387	0.3504	0.0295	0.0389	0.0319	0	1.2613	0.133901376146789	505
Pop	109	5.875	0.6625	0.7	-0.0562	0	98.6238	0.5489	0.0266	0.0305	0.0115	0	1.3763	0.123693000339789	506
Pop	109	5.75	0.6525	0.6738	-0.0338	0	99.7712	0.366	0.0267	0.0304	0.0249	0	0.2287	0.129560159700985	507
Pop	109	5.875	0.655	0.6662	-0.0175	0	99.3125	0.3981	0.0292	0.0344	0.0294	0	0.6875	0.130813778457356	508
Pop	109	6	0.6662	0.7025	-0.0575	0	99.3125	0.4629	0.0249	0.0265	0.0206	0	0.6875	0.123086442405708	509
Pop	109	5.875	0.6438	0.635	0.015	0	99.3125	0.3981	0.0288	0.0316	0.0258	0	0.6875	0.128919351002379	510
Pop	109	5.875	0.65	0.685	-0.0538	0	98.28	0.4407	0.0246	0.026	0.017	0	1.72	0.127744240570846	511
Pop	109	6.125	0.6625	0.6812	-0.03	0	99.0825	0.4407	0.0306	0.0334	0.0276	0	0.9175	0.132157135575943	512
Pop	109	6	0.6675	0.6875	-0.0288	0	99.7712	0.5	0.0236	0.033	0.0329	0	0.2287	0.132315681277608	513
Pop	109	6	0.6637	0.6888	-0.0363	0	99.5413	0.378	0.0264	0.0332	0.0246	0	0.4588	0.136302582398913	514
Pop	109	5.875	0.6362	0.6475	-0.0112	0	100	0.5489	0.0299	0.0491	0.0436	0	0	0.127241709140333	515
Pop	109	5.625	0.6475	0.6612	-0.02	0	100	0.4978	0.026	0.0345	0.0276	0	0	0.129778508324839	516
Pop	109	6.125	0.67	0.6775	-0.0113	0	100	0.4407	0.0289	0.0332	0.0212	0	0	0.127739466530751	517
Pop	109	6.125	0.6562	0.69	-0.05	0	99.5413	0.4407	0.0228	0.0273	0.0177	0	0.4588	0.118861552837241	518
Pop	109	6	0.6475	0.6312	0.0312	0	98.6238	0.378	0.0266	0.0482	0.0445	0	1.3763	0.13954661909616	519
Pop	109	5.625	0.6525	0.6912	-0.06	0	98.8538	0.375	0.0262	0.0275	0.0186	0	1.1463	0.126281855249745	520
Pop	109	6	0.6588	0.6525	0.0025	0	99.885	0.378	0.025	0.0151	0.0286	0	0.115	0.130570608222902	521
Pop	109	6.125	0.6512	0.6662	-0.0275	0	99.1975	0.4407	0.0318	0.0354	0.0376	0	0.8025	0.135200543662929	522
Pop	109	5.625	0.6625	0.6587	0.0062	0	99.6562	0.4199	0.0233	0.0299	0.0249	0	0.3437	0.127103856608902	523
Pop	109	5.75	0.6587	0.6575	0.0062	0	99.885	0.3134	0.0227	0.0375	0.031	0	0.115	0.138728236493374	524
Pop	109	6.125	0.6325	0.6488	-0.0262	0	99.7712	0.4407	0.0374	0.0406	0.0235	0	0.2287	0.135329544682297	525
Pop	109	5.75	0.6638	0.6825	-0.0262	0	99.885	0.4532	0.0271	0.0375	0.0309	0	0.115	0.125608681617397	526
Pop	109	5.75	0.6738	0.7325	-0.0875	0	98.8538	0.491	0.0263	0.0289	0.0147	0	1.1463	0.120837750594631	527
Pop	109	5.875	0.645	0.67	-0.0362	0	99.885	0.5154	0.0313	0.0392	0.0191	0	0.115	0.122575891946993	528
Pop	109	6	0.6225	0.6475	-0.0388	0	98.5087	0.4629	0.0316	0.0405	0.0242	0	1.4913	0.126384284743459	529
Pop	109	5.5	0.6487	0.6512	-0.0038	0	99.7712	0.3273	0.0297	0.0349	0.0226	0	0.2287	0.135030954808019	530
Pop	109	6	0.67	0.6662	0.0062	0	99.6562	0.378	0.0254	0.0296	0.0237	0	0.3437	0.130895701664968	531
Pop	109	5.625	0.6488	0.6575	-0.0175	0	99.7712	0.4199	0.0331	0.0297	0.0251	0	0.2287	0.127739381583418	532
Pop	109	5.625	0.675	0.68	-0.0025	0	98.7387	0.4978	0.0209	0.0431	0.0349	0	1.2613	0.137000934420659	533
Pop	109	6	0.6388	0.625	0.015	0	99.6562	0.378	0.0328	0.0268	0.028	0	0.3437	0.133656795786612	534
Pop	109	5.875	0.6512	0.6738	-0.035	0	98.5087	0.3981	0.0322	0.0373	0.0293	0	1.4913	0.128541437308868	535
Pop	109	6.125	0.64	0.6375	0.0025	0	99.885	0.4407	0.0283	0.0316	0.024	0	0.115	0.137349966021067	536
Pop	109	5.875	0.6512	0.6962	-0.0725	0	99.3125	0.3981	0.0306	0.029	0.0204	0	0.6875	0.121670931022766	537
Pop	109	6.125	0.6538	0.6775	-0.035	0	99.0825	0.4407	0.031	0.0377	0.0213	0	0.9175	0.126038837920489	538
Pop	109	6	0.6388	0.6562	-0.0238	0	99.3125	0.4629	0.0269	0.0358	0.0228	0	0.6875	0.132626095820591	539
Pop	109	5.875	0.65	0.6637	-0.0225	0	99.6562	0.3981	0.0284	0.0327	0.0221	0	0.3437	0.133028236493374	540
Pop	109	5.75	0.66	0.6975	-0.0575	0	99.7712	0.491	0.029	0.0356	0.0271	0	0.2287	0.130900560652396	541
Pop	109	6.125	0.645	0.6575	-0.0225	0	99.1975	0.4407	0.0382	0.0412	0.0346	0	0.8025	0.128571406727829	542
Pop	109	6.125	0.6525	0.6662	-0.0188	0	99.6562	0.4407	0.0252	0.0342	0.0193	0	0.3437	0.13604672103296	543
Pop	109	5.875	0.645	0.6362	0.0162	0	99.1975	0.3981	0.0249	0.0346	0.0237	0	0.8025	0.136340536867142	544
Pop	109	6.125	0.6488	0.6638	-0.0225	0	99.5413	0.4407	0.0367	0.0461	0.0413	0	0.4588	0.125328457356439	545
Pop	109	6.125	0.655	0.6788	-0.0375	0	99.885	0.4407	0.0259	0.0257	0.0189	0	0.115	0.122383418280666	546
Pop	109	6.125	0.665	0.7312	-0.0975	0	98.8538	0.4407	0.0289	0.0375	0.0192	0	1.1463	0.115753363914373	547
Pop	109	6	0.64	0.6662	-0.0412	0	99.4262	0.378	0.0263	0.0339	0.0245	0	0.5738	0.125377064220183	548
Pop	109	5.625	0.65	0.635	0.0225	0	99.885	0.4199	0.0302	0.0346	0.0266	0	0.115	0.136538634046891	549
Pop	109	5.75	0.6475	0.675	-0.0412	0	99.885	0.559	0.0272	0.0323	0.0229	0	0.115	0.127514525993884	550
Pop	109	6	0.6688	0.6875	-0.0312	0	99.885	0.4629	0.0261	0.0226	0.0149	0	0.115	0.125745107033639	551
Pop	109	6.125	0.6525	0.6625	-0.01	0	99.3125	0.4407	0.0404	0.0506	0.0224	0	0.6875	0.124786442405708	552
Pop	109	5.75	0.6325	0.6225	0.015	0	99.5413	0.491	0.0262	0.0334	0.0303	0	0.4588	0.139935338090384	553
Pop	109	5.875	0.6375	0.6462	-0.0162	0	99.7712	0.3981	0.0288	0.0281	0.0161	0	0.2287	0.128589993204213	554
Pop	109	6	0.6512	0.6512	-0.0025	0	99.5413	0.378	0.0306	0.0293	0.0262	0	0.4588	0.12972047230717	555
Pop	109	6	0.6625	0.6875	-0.0412	0	99.6562	0.4629	0.027	0.0212	0.0152	0	0.3437	0.124795667686035	556
Pop	109	5.75	0.6538	0.6487	0.0062	0	99.6562	0.491	0.0297	0.0304	0.0224	0	0.3437	0.140084284743459	557
Pop	109	6.125	0.6462	0.66	-0.0225	0	99.3125	0.4407	0.0307	0.033	0.0251	0	0.6875	0.131731991165477	558
Pop	109	5.625	0.645	0.67	-0.0338	0	99.5413	0.2631	0.0297	0.0462	0.0414	0	0.4588	0.125740621814475	559
Pop	109	6.125	0.6487	0.6588	-0.0162	0	99.885	0.4407	0.0315	0.0385	0.0322	0	0.115	0.123947213727489	560
Pop	109	6	0.6512	0.6912	-0.0588	0	99.885	0.378	0.0273	0.0386	0.0271	0	0.115	0.120787529731566	561
