Pop	N	A	He	Ho	Fis	N.Missing	P.GT	A.se	He.se	Ho.se	Fis.se	N.Missing.se	P.GT.se	related	sim
Pop	109	8.625	0.73	0.7562	-0.0338	0	99.885	0.9989	0.0268	0.0372	0.0227	0	0.115	0.098588124362895	203
Pop	109	8.5	0.7263	0.7188	0.0087	0	99.885	0.9449	0.0276	0.0297	0.0142	0	0.115	0.107908562691131	204
Pop	109	8.75	0.7238	0.7438	-0.0238	0	100	1.048	0.03	0.0408	0.0242	0	0	0.102209616038056	205
Pop	109	8.75	0.7325	0.7675	-0.0488	0	100	0.9402	0.0251	0.0296	0.0214	0	0	0.0951142711518858	206
Pop	109	8.875	0.745	0.7588	-0.0162	0	99.3125	0.9342	0.026	0.0302	0.0121	0	0.6875	0.100117448182127	207
Pop	109	8.875	0.745	0.785	-0.0538	0	99.885	0.9342	0.0294	0.0332	0.0165	0	0.115	0.0913584267753993	208
Pop	109	9	0.7375	0.7438	-0.01	0	99.4262	0.8864	0.0297	0.0357	0.0305	0	0.5738	0.108899082568807	209
Pop	109	8.875	0.7362	0.7425	-0.01	0	100	1.0078	0.0265	0.0291	0.0239	0	0	0.103154400271831	210
Pop	109	8.875	0.7412	0.735	0.0075	0	100	0.9342	0.0217	0.0207	0.0201	0	0	0.108307135575943	211
Pop	109	8.75	0.73	0.7275	0.0025	0	99.885	0.959	0.0275	0.0321	0.0239	0	0.115	0.110974159021407	212
Pop	109	8.875	0.725	0.7225	0.0062	0	100	0.8952	0.0276	0.035	0.0146	0	0	0.110091658171933	213
Pop	109	8.375	0.7112	0.7112	0.0025	0	99.1975	0.9625	0.0279	0.0353	0.0187	0	0.8025	0.113291556235134	214
Pop	109	8.625	0.73	0.7375	-0.01	0	99.885	0.9246	0.0276	0.0299	0.012	0	0.115	0.103143102276589	215
Pop	109	8.5	0.7225	0.7288	-0.0063	0	98.7387	1	0.0259	0.0377	0.0238	0	1.2613	0.115239789330615	216
Pop	109	8.75	0.7225	0.7325	-0.0087	0	99.7712	0.8399	0.0278	0.0389	0.0236	0	0.2287	0.102858120965002	217
Pop	109	8.625	0.73	0.7388	-0.0162	0	99.6562	1.068	0.0285	0.0255	0.0129	0	0.3437	0.106100237852531	218
Pop	109	8.375	0.72	0.7462	-0.04	0	99.7712	1.0166	0.0283	0.0226	0.0182	0	0.2287	0.0979591743119266	219
Pop	109	8.5	0.705	0.6938	0.0162	0	100	0.9636	0.0293	0.0309	0.0182	0	0	0.109290095141013	220
Pop	109	8.75	0.7338	0.7375	-0.0025	0	99.3125	0.959	0.0256	0.0309	0.0101	0	0.6875	0.113888277268094	221
Pop	109	8.75	0.7338	0.7625	-0.04	0	99.4262	0.921	0.0276	0.031	0.0203	0	0.5738	0.0993581379544682	222
Pop	109	8.625	0.7188	0.7113	0.0138	0	99.4262	0.9625	0.0265	0.0364	0.0203	0	0.5738	0.114636578321441	223
Pop	109	8.625	0.7462	0.7438	0.0038	0	100	0.7778	0.0224	0.0284	0.0184	0	0	0.109124413863405	224
Pop	109	8.875	0.705	0.6888	0.0238	0	99.7712	0.8115	0.0264	0.0365	0.0292	0	0.2287	0.116011688752973	225
Pop	109	8.5	0.7112	0.7112	-0.0012	0	99.5413	1.0856	0.0282	0.0297	0.02	0	0.4588	0.111423224600748	226
Pop	109	9	0.7388	0.7312	0.01	0	100	0.9258	0.0265	0.03	0.018	0	0	0.110154926945294	227
Pop	109	8.75	0.7175	0.7238	-0.0075	0	100	0.959	0.0298	0.0403	0.0202	0	0	0.107970829085967	228
Pop	109	8.75	0.725	0.7438	-0.0262	0	99.885	1.0308	0.0298	0.0334	0.0157	0	0.115	0.09815332993544	229
Pop	109	8.625	0.705	0.705	0.005	0	99.3125	1.068	0.0294	0.0418	0.0336	0	0.6875	0.118589823309548	230
Pop	109	8.5	0.7325	0.7412	-0.0112	0	99.885	0.8864	0.0271	0.0319	0.0111	0	0.115	0.101428610261638	231
Pop	109	9	0.74	0.7525	-0.0162	0	99.885	0.8864	0.0281	0.0321	0.0075	0	0.115	0.0975707271491675	232
Pop	109	8.875	0.7388	0.7625	-0.0288	0	99.885	0.9531	0.0265	0.0358	0.0193	0	0.115	0.0961774889568468	233
Pop	109	8.625	0.7338	0.7275	0.0125	0	99.6562	0.9437	0.0271	0.0366	0.0209	0	0.3437	0.105935915732246	234
Pop	109	8.625	0.7175	0.7312	-0.0175	0	99.5413	0.8647	0.0321	0.0359	0.0162	0	0.4588	0.104624159021407	235
Pop	109	8.75	0.7312	0.7288	0.005	0	99.7712	1.048	0.0269	0.0307	0.0185	0	0.2287	0.103938990825688	236
Pop	109	8.875	0.7088	0.7312	-0.03	0	99.885	1.0253	0.03	0.0352	0.0124	0	0.115	0.0966507985049269	237
Pop	109	9	0.7138	0.7212	-0.0162	0	99.7712	1	0.0323	0.0307	0.0249	0	0.2287	0.100594886170574	238
Pop	109	8.625	0.73	0.7288	0.0075	0	99.885	0.9437	0.0255	0.0401	0.0268	0	0.115	0.105970523275569	239
Pop	109	9	0.7288	0.7312	-0.0025	0	100	0.8864	0.0276	0.037	0.0197	0	0	0.102267346245328	240
Pop	109	8.75	0.745	0.7712	-0.0338	0	99.7712	0.8609	0.0282	0.0339	0.0127	0	0.2287	0.0965073564390078	241
Pop	109	8.625	0.7225	0.7462	-0.0325	0	99.4262	0.9051	0.0309	0.0388	0.0161	0	0.5738	0.100515443425076	242
Pop	109	8.5	0.7188	0.7263	-0.0088	0	99.5413	0.9449	0.0311	0.0361	0.0154	0	0.4588	0.108907560312606	243
Pop	109	8.875	0.7462	0.7488	-0.0038	0	99.885	0.9531	0.0244	0.0236	0.017	0	0.115	0.105620404349303	244
Pop	109	8.375	0.7375	0.7388	-0.0025	0	100	1.034	0.0275	0.0315	0.0192	0	0	0.10466043153245	245
Pop	109	8.875	0.73	0.725	0.0088	0	99.885	1.0078	0.0284	0.0295	0.0136	0	0.115	0.107719877675841	246
Pop	109	8.625	0.725	0.7038	0.0338	0	100	0.9808	0.0299	0.042	0.0232	0	0	0.108040502888209	247
Pop	109	8.625	0.7175	0.7225	-0.005	0	99.885	0.8647	0.0313	0.0389	0.0229	0	0.115	0.107147774379884	248
Pop	109	9	0.7175	0.7188	-0.0025	0	99.4262	0.982	0.0277	0.0291	0.011	0	0.5738	0.108218841318383	249
Pop	109	8.5	0.7475	0.7912	-0.06	0	99.6562	0.9636	0.0262	0.0296	0.0216	0	0.3437	0.0983084947332654	250
Pop	N	A	He	Ho	Fis	N.Missing	P.GT	A.se	He.se	Ho.se	Fis.se	N.Missing.se	P.GT.se	related	sim
Pop	109	8.75	0.705	0.7212	-0.0238	0	99.4262	0.921	0.0305	0.032	0.0183	0	0.5738	0.110183095480802	251
Pop	109	8.375	0.7125	0.7088	0.005	0	99.885	0.9051	0.0282	0.032	0.022	0	0.115	0.11237752293578	252
Pop	109	9	0.7138	0.73	-0.02	0	100	0.982	0.0329	0.0388	0.0227	0	0	0.100446907917091	253
Pop	109	8.375	0.725	0.7462	-0.0312	0	100	0.9246	0.0341	0.0308	0.016	0	0	0.103858171933401	254
Pop	109	8.875	0.735	0.7375	-0.005	0	99.7712	1.0078	0.0256	0.0259	0.0165	0	0.2287	0.106373275569147	255
Pop	109	9.125	0.7238	0.775	-0.0775	0	100	0.9717	0.0276	0.0208	0.0235	0	0	0.0932523275569147	256
Pop	109	8.75	0.73	0.7512	-0.0325	0	100	0.959	0.0246	0.0226	0.0177	0	0	0.098463829425756	257
Pop	109	8.5	0.71	0.73	-0.0288	0	99.5413	0.8018	0.0298	0.0296	0.0126	0	0.4588	0.1026541114509	258
Pop	109	9	0.73	0.7488	-0.0262	0	99.5413	0.982	0.0265	0.0318	0.0247	0	0.4588	0.101220591233435	259
Pop	109	9	0.7263	0.7288	-0.0025	0	99.3125	0.982	0.0279	0.0362	0.0261	0	0.6875	0.108299932042134	260
Pop	109	8.625	0.7263	0.75	-0.0275	0	100	0.9051	0.03	0.0426	0.0248	0	0	0.0989138124362895	261
Pop	109	8.5	0.73	0.725	0.0075	0	99.4262	0.866	0.0273	0.0355	0.024	0	0.5738	0.117477370030581	262
Pop	109	8.75	0.7312	0.7325	-0.0025	0	98.7387	0.9774	0.0307	0.0314	0.0189	0	1.2613	0.110934114848794	263
Pop	109	8.625	0.73	0.74	-0.0125	0	100	0.9808	0.0298	0.0379	0.0297	0	0	0.0978249065579341	264
Pop	109	8.75	0.7125	0.7088	0.0038	0	100	0.9774	0.0255	0.0247	0.0136	0	0	0.111395854570166	265
Pop	109	8.625	0.74	0.7425	0	0	100	0.9808	0.0276	0.0354	0.0234	0	0	0.102491930003398	266
Pop	109	8.875	0.725	0.7462	-0.03	0	99.4262	1.0078	0.0299	0.0313	0.0182	0	0.5738	0.0987145939517499	267
Pop	109	9	0.7188	0.7225	-0.005	0	99.885	1	0.0295	0.0286	0.0179	0	0.115	0.109299796126402	268
Pop	109	8.875	0.72	0.705	0.0213	0	99.7712	1.0078	0.0269	0.0317	0.0231	0	0.2287	0.113893934760449	269
Pop	109	9.125	0.7325	0.7488	-0.0225	0	99.6562	0.9717	0.0257	0.0349	0.0307	0	0.3437	0.0979634386680258	270
Pop	109	8.875	0.725	0.725	-0.0013	0	99.885	1.0078	0.0262	0.0243	0.0195	0	0.115	0.109366021066939	271
Pop	109	9	0.7225	0.7262	0	0	100	0.8864	0.0283	0.0432	0.0224	0	0	0.10539040095141	272
Pop	109	8.875	0.7412	0.7562	-0.0212	0	99.7712	1.0078	0.0243	0.0349	0.0215	0	0.2287	0.101655368671424	273
Pop	109	8.875	0.735	0.7625	-0.0375	0	99.885	1.0253	0.0255	0.0306	0.0249	0	0.115	0.102804230377166	274
Pop	109	8.875	0.715	0.7163	-0.0013	0	99.7712	1.0078	0.0267	0.0323	0.0186	0	0.2287	0.112653635745838	275
Pop	109	8.875	0.7312	0.7462	-0.02	0	99.885	1.0078	0.0272	0.029	0.0171	0	0.115	0.100688871899422	276
Pop	109	8.625	0.7125	0.6938	0.0238	0	99.7712	0.9437	0.0317	0.0293	0.0152	0	0.2287	0.110374328916072	277
Pop	109	9	0.7275	0.7462	-0.025	0	99.6562	0.982	0.026	0.0283	0.0148	0	0.3437	0.101721406727829	278
Pop	109	8.625	0.7238	0.7312	-0.0112	0	99.885	0.8647	0.025	0.0259	0.0199	0	0.115	0.109073768263677	279
Pop	109	8.375	0.7425	0.7312	0.015	0	99.7712	0.8004	0.0308	0.0316	0.018	0	0.2287	0.105697247706422	280
Pop	109	8.875	0.7412	0.7612	-0.0262	0	99.885	0.9149	0.0255	0.0332	0.0174	0	0.115	0.104062385321101	281
Pop	109	8.875	0.7263	0.725	0.0038	0	99.885	1.0426	0.0267	0.034	0.0195	0	0.115	0.106643034318722	282
Pop	109	8.625	0.715	0.74	-0.0288	0	99.7712	0.9625	0.0282	0.0447	0.0278	0	0.2287	0.104014933741081	283
Pop	109	8.625	0.7188	0.7113	0.0087	0	99.885	0.8851	0.0313	0.0286	0.0222	0	0.115	0.106774260958206	284
Pop	109	8.875	0.73	0.7388	-0.0125	0	100	1.0078	0.0243	0.0287	0.0124	0	0	0.100462895005097	285
Pop	109	8.75	0.725	0.74	-0.0175	0	100	0.959	0.03	0.0384	0.0172	0	0	0.0994852871219844	286
Pop	109	7.875	0.7262	0.7412	-0.0238	0	99.7712	0.8543	0.0248	0.0298	0.0265	0	0.2287	0.112150985389059	287
Pop	109	8.5	0.7275	0.7312	-0.0025	0	99.6562	0.982	0.0281	0.0354	0.0179	0	0.3437	0.10328834522596	288
Pop	109	9	0.7362	0.7388	-0.0025	0	99.1975	0.8864	0.0273	0.0321	0.0135	0	0.8025	0.108575212368332	289
Pop	109	9	0.7362	0.745	-0.01	0	99.7712	1	0.0294	0.0327	0.0112	0	0.2287	0.101149082568807	290
Pop	109	8.75	0.715	0.7275	-0.0188	0	98.8538	1.048	0.0264	0.0286	0.0191	0	1.1463	0.11086870540265	291
Pop	109	8.875	0.7425	0.7288	0.0188	0	99.885	1.0253	0.0258	0.027	0.0139	0	0.115	0.112401512062521	292
Pop	109	9	0.7088	0.7188	-0.0125	0	99.7712	1	0.0295	0.0326	0.0141	0	0.2287	0.104043323139653	293
Pop	109	9	0.7262	0.7438	-0.0262	0	100	1	0.0327	0.0296	0.0121	0	0	0.099211586816174	294
Pop	109	9	0.7338	0.7112	0.035	0	99.3125	1	0.0238	0.0346	0.0181	0	0.6875	0.10762336051648	295
Pop	109	9	0.7438	0.7312	0.0175	0	99.4262	0.9258	0.0242	0.0275	0.0161	0	0.5738	0.115016190961604	296
Pop	109	8.75	0.715	0.75	-0.0488	0	100	0.8609	0.0305	0.0361	0.0199	0	0	0.0973666836561332	297
Pop	109	9	0.7425	0.7712	-0.035	0	99.885	1	0.0276	0.0374	0.015	0	0.115	0.0978442405708461	298
Pop	109	8.625	0.7275	0.7662	-0.0512	0	99.3125	0.9625	0.0256	0.0321	0.0136	0	0.6875	0.100097689432552	299
Pop	109	8.875	0.72	0.74	-0.0275	0	99.6562	1.0253	0.0269	0.0298	0.0094	0	0.3437	0.105533724091064	300
Pop	109	8.875	0.7338	0.7662	-0.0438	0	99.7712	1.0078	0.0269	0.033	0.0228	0	0.2287	0.10152957866123	301
Pop	109	8.25	0.7088	0.7238	-0.0175	0	99.885	0.9402	0.0331	0.0425	0.016	0	0.115	0.0979291199456337	302
Pop	109	8.625	0.7238	0.72	0.0062	0	99.885	0.9808	0.0298	0.0316	0.0116	0	0.115	0.104558460754332	303
Pop	109	8.75	0.7425	0.775	-0.045	0	99.885	0.921	0.022	0.0273	0.0208	0	0.115	0.097352463472647	304
Pop	109	8.75	0.7275	0.7312	-0.0038	0	99.885	1.0308	0.0279	0.0329	0.015	0	0.115	0.10168246687054	305
Pop	109	8.75	0.7438	0.7512	-0.01	0	99.7712	0.959	0.026	0.0328	0.0121	0	0.2287	0.101753295956507	306
Pop	109	8.75	0.7288	0.7325	-0.005	0	99.885	0.8609	0.0298	0.0328	0.0146	0	0.115	0.109989891267414	307
Pop	109	9	0.715	0.7362	-0.0312	0	100	0.982	0.0292	0.0296	0.0203	0	0	0.103419249065579	308
Pop	109	8.875	0.7238	0.7138	0.0138	0	99.7712	1.0078	0.0293	0.0351	0.0215	0	0.2287	0.111782262996942	309
Pop	109	8.625	0.7175	0.7238	-0.01	0	99.885	0.8647	0.0274	0.0269	0.027	0	0.115	0.112083401291199	310
Pop	109	8.75	0.7238	0.7462	-0.0288	0	100	0.959	0.0267	0.0359	0.0208	0	0	0.101117329255861	311
Pop	109	8.875	0.735	0.7538	-0.03	0	99.885	0.9342	0.0268	0.0244	0.023	0	0.115	0.103238990825688	312
Pop	109	9	0.7338	0.7288	0.0062	0	99.1975	1	0.0229	0.0303	0.0292	0	0.8025	0.112683775059463	313
Pop	109	8.875	0.735	0.7512	-0.0188	0	99.1975	1.0078	0.026	0.0418	0.0284	0	0.8025	0.105506574923547	314
Pop	109	8.875	0.73	0.75	-0.025	0	100	1.0078	0.029	0.0373	0.0198	0	0	0.0993898912674142	315
Pop	109	9	0.7388	0.7488	-0.0175	0	99.7712	1	0.0253	0.0126	0.0202	0	0.2287	0.101911060142712	316
Pop	109	8.875	0.745	0.75	-0.0087	0	99.7712	0.9342	0.0254	0.0242	0.0166	0	0.2287	0.0999298844716276	317
Pop	109	8.5	0.7375	0.7488	-0.0137	0	100	0.9258	0.0281	0.0341	0.0183	0	0	0.100840910635406	318
Pop	109	9	0.7125	0.705	0.01	0	100	1	0.0276	0.0251	0.0145	0	0	0.108104332313965	319
Pop	109	8.75	0.725	0.7325	-0.0112	0	99.5413	0.9402	0.0313	0.0268	0.0197	0	0.4588	0.104546126401631	320
Pop	109	8.625	0.7263	0.7325	-0.0062	0	99.6562	0.9808	0.029	0.0351	0.021	0	0.3437	0.108222782874618	321
Pop	109	8.875	0.7225	0.7462	-0.0312	0	99.5413	1.0078	0.031	0.0386	0.0206	0	0.4588	0.102707968059803	322
Pop	109	8.75	0.7138	0.7225	-0.0087	0	99.5413	1.048	0.0304	0.041	0.0292	0	0.4588	0.104376401630989	323
Pop	109	8.625	0.7238	0.7112	0.0162	0	99.885	0.8851	0.0236	0.0262	0.0146	0	0.115	0.113811569826707	324
Pop	109	8.375	0.7238	0.75	-0.0363	0	99.885	1.068	0.0263	0.0326	0.0279	0	0.115	0.0981284913353721	325
Pop	109	8.875	0.7325	0.7412	-0.01	0	99.885	1.0253	0.0243	0.033	0.0226	0	0.115	0.101611077132178	326
Pop	109	8.625	0.7325	0.7588	-0.0362	0	99.6562	0.9437	0.0245	0.0298	0.0196	0	0.3437	0.105247026843357	327
Pop	109	8.5	0.745	0.7438	0.0013	0	99.6562	0.9449	0.027	0.0339	0.0213	0	0.3437	0.103868603465851	328
Pop	109	8.875	0.7375	0.7488	-0.015	0	99.885	1.0078	0.0258	0.0319	0.0203	0	0.115	0.101392371729528	329
Pop	109	8.75	0.7425	0.7775	-0.0475	0	99.6562	0.959	0.0282	0.0268	0.0111	0	0.3437	0.100364135236154	330
Pop	109	8.875	0.7175	0.7088	0.01	0	99.7712	1.0078	0.0312	0.0312	0.0204	0	0.2287	0.112134148827727	331
Pop	109	8.75	0.74	0.7538	-0.0175	0	99.885	0.921	0.0274	0.0323	0.0227	0	0.115	0.106450628610262	332
Pop	109	8.875	0.735	0.765	-0.04	0	99.6562	1.0426	0.0273	0.0304	0.0193	0	0.3437	0.0987985219164118	333
Pop	109	8.5	0.7163	0.7488	-0.045	0	99.5413	0.9258	0.0292	0.0373	0.0272	0	0.4588	0.0997501189262657	334
Pop	109	8.875	0.735	0.7625	-0.0363	0	99.885	1.0253	0.0296	0.0336	0.0181	0	0.115	0.0918567448182127	335
Pop	109	8.875	0.7212	0.72	0.0025	0	99.5413	1.0078	0.0214	0.0313	0.03	0	0.4588	0.115746687054027	336
Pop	109	8.75	0.725	0.7188	0.0088	0	99.885	0.9402	0.031	0.0315	0.0211	0	0.115	0.104322799864084	337
Pop	109	8.75	0.72	0.73	-0.0125	0	99.885	0.959	0.0319	0.0368	0.0133	0	0.115	0.103269622833843	338
Pop	109	8.5	0.7388	0.7688	-0.0388	0	98.8538	1	0.0274	0.0354	0.0261	0	1.1463	0.10104211688753	339
Pop	109	8.625	0.7138	0.715	0.0013	0	99.885	0.9437	0.025	0.0357	0.0199	0	0.115	0.109044053686714	340
Pop	109	8.625	0.73	0.7375	-0.0113	0	99.6562	0.9437	0.0271	0.0276	0.0138	0	0.3437	0.101137393815834	341
Pop	109	8.5	0.7475	0.755	-0.01	0	99.1975	0.9449	0.0253	0.0283	0.0177	0	0.8025	0.109463642541624	342
Pop	109	8.625	0.725	0.7225	0.0038	0	100	0.9437	0.025	0.0335	0.0222	0	0	0.108794869181108	343
Pop	109	8.75	0.7113	0.715	-0.0038	0	99.5413	0.959	0.0293	0.0378	0.0212	0	0.4588	0.106912334352701	344
Pop	109	8.625	0.7212	0.7288	-0.01	0	99.6562	0.8438	0.0296	0.0335	0.0214	0	0.3437	0.108872188243289	345
Pop	109	8.875	0.72	0.6988	0.0275	0	99.6562	1.0078	0.0301	0.0324	0.03	0	0.3437	0.116066343866803	346
Pop	109	8.875	0.7238	0.74	-0.0213	0	99.885	0.8332	0.0288	0.0311	0.0061	0	0.115	0.103263880394156	347
Pop	109	8.875	0.7312	0.7225	0.0138	0	99.6562	0.9531	0.0286	0.0359	0.0221	0	0.3437	0.109341420319402	348
Pop	109	8.875	0.7113	0.7025	0.01	0	99.885	0.9149	0.0325	0.036	0.0246	0	0.115	0.10624456337071	349
Pop	109	8.875	0.7375	0.7263	0.0175	0	100	0.9531	0.0264	0.0281	0.0159	0	0	0.107793000339789	350
Pop	109	8.375	0.6975	0.6938	0.0062	0	99.7712	1.034	0.0289	0.0318	0.021	0	0.2287	0.113339687393816	351
Pop	109	8.375	0.7312	0.7388	-0.01	0	99.7712	1.0166	0.0232	0.0267	0.0144	0	0.2287	0.107301732925586	352
Pop	109	8.75	0.7438	0.74	0.005	0	99.885	1.0649	0.0285	0.0341	0.0176	0	0.115	0.101573462453279	353
Pop	109	8.375	0.705	0.7188	-0.02	0	100	0.9437	0.0295	0.0311	0.0254	0	0	0.104502140672783	354
Pop	109	8.25	0.7138	0.72	-0.0125	0	99.4262	0.8399	0.028	0.0231	0.0128	0	0.5738	0.113561382942576	355
Pop	109	8.875	0.7362	0.7425	-0.01	0	99.885	0.9342	0.0294	0.0288	0.0132	0	0.115	0.100505011892627	356
Pop	109	8.875	0.7313	0.7588	-0.0375	0	99.885	1.0078	0.0271	0.0373	0.0337	0	0.115	0.100831226639484	357
Pop	109	8.875	0.7362	0.7625	-0.035	0	99.4262	1.0253	0.0247	0.0276	0.0186	0	0.5738	0.0987373938158342	358
Pop	109	8.75	0.7188	0.75	-0.0438	0	99.885	0.921	0.0249	0.0302	0.014	0	0.115	0.100067312266395	359
Pop	109	8.5	0.7175	0.7038	0.0225	0	99.5413	0.9449	0.0294	0.0357	0.0166	0	0.4588	0.111933384301733	360
Pop	109	8.625	0.725	0.735	-0.015	0	100	0.9625	0.0259	0.026	0.0195	0	0	0.106545990485899	361
Pop	109	9	0.7338	0.7512	-0.0225	0	99.0825	1	0.0293	0.0378	0.0199	0	0.9175	0.104663693510024	362
Pop	109	8.375	0.7325	0.7238	0.0138	0	99.6562	0.8004	0.0271	0.0347	0.0189	0	0.3437	0.105820234454638	363
Pop	109	8.875	0.7275	0.7588	-0.04	0	99.6562	0.9531	0.0234	0.0344	0.0197	0	0.3437	0.101301019367992	364
Pop	109	9	0.7175	0.7475	-0.0412	0	99.6562	1	0.0259	0.029	0.0168	0	0.3437	0.102851291199456	365
Pop	109	8.875	0.7225	0.7362	-0.0175	0	99.885	1.0078	0.0311	0.0381	0.0188	0	0.115	0.0999390587835542	366
Pop	109	8.5	0.725	0.74	-0.02	0	99.6562	0.8864	0.0241	0.0306	0.0154	0	0.3437	0.107054230377166	367
Pop	109	8.75	0.705	0.69	0.0225	0	99.885	1.0308	0.0304	0.0382	0.0237	0	0.115	0.113716496772001	368
Pop	109	8.625	0.7275	0.725	0.0062	0	100	0.7778	0.0255	0.0351	0.0285	0	0	0.103691165477404	369
Pop	109	8.75	0.7288	0.7262	0.0088	0	99.7712	0.8609	0.0268	0.0411	0.0303	0	0.2287	0.107039398572885	370
Pop	109	9	0.73	0.7325	-0.0038	0	99.885	0.9258	0.0255	0.0243	0.0135	0	0.115	0.113826860346585	371
Pop	109	8.5	0.7188	0.7388	-0.0238	0	99.4262	0.8018	0.0317	0.0396	0.0165	0	0.5738	0.105999388379205	372
Pop	109	8.75	0.7438	0.7625	-0.0238	0	99.5413	1.048	0.0226	0.0337	0.0268	0	0.4588	0.105484947332654	373
Pop	109	8.5	0.72	0.7188	0.0038	0	99.7712	1.0177	0.0258	0.028	0.0183	0	0.2287	0.112933944954128	374
Pop	109	9	0.7113	0.7162	-0.0062	0	99.4262	0.982	0.0313	0.0337	0.0172	0	0.5738	0.104876792388719	375
Pop	109	8.75	0.735	0.7462	-0.0162	0	99.7712	0.8183	0.0271	0.0315	0.0164	0	0.2287	0.105595378865104	376
Pop	109	9	0.7338	0.7312	0.005	0	100	0.982	0.0257	0.0279	0.019	0	0	0.102131906218145	377
Pop	109	8.5	0.72	0.7612	-0.0612	0	99.885	0.8864	0.0267	0.0212	0.0199	0	0.115	0.105799915052667	378
Pop	109	8.25	0.7263	0.725	0.0025	0	99.885	1.0133	0.03	0.0382	0.022	0	0.115	0.104193764865783	379
Pop	109	8.75	0.7188	0.7375	-0.0262	0	99.7712	0.921	0.0267	0.0299	0.0191	0	0.2287	0.104300849473327	380
Pop	109	8.25	0.7212	0.715	0.0125	0	99.7712	0.959	0.0259	0.0359	0.0172	0	0.2287	0.111679867482161	381
Pop	109	8.625	0.7275	0.7525	-0.0388	0	99.6562	0.8647	0.028	0.0231	0.0114	0	0.3437	0.0997946992864424	382
Pop	109	8.75	0.7125	0.7112	0.0062	0	99.6562	0.9774	0.0268	0.042	0.0299	0	0.3437	0.108602378525314	383
Pop	109	8.625	0.7312	0.7338	0	0	99.7712	0.8647	0.0267	0.0371	0.0211	0	0.2287	0.105475229357798	384
Pop	109	9	0.735	0.725	0.0162	0	99.4262	0.9258	0.0235	0.0347	0.0234	0	0.5738	0.11212286782195	385
Pop	109	8.75	0.7088	0.7163	-0.0125	0	99.7712	0.959	0.0319	0.0317	0.0105	0	0.2287	0.105042303771662	386
Pop	109	9.125	0.7263	0.7538	-0.0388	0	99.885	0.9717	0.0281	0.0309	0.0144	0	0.115	0.0959188073394495	387
Pop	109	9	0.74	0.7438	-0.005	0	99.885	1	0.0254	0.0295	0.0261	0	0.115	0.106028457356439	388
Pop	109	8.25	0.7362	0.7338	0.0013	0	100	0.7962	0.0258	0.0266	0.0144	0	0	0.109804621134896	389
Pop	109	8.75	0.7188	0.7225	-0.005	0	99.7712	0.959	0.0306	0.0372	0.0179	0	0.2287	0.101099898063201	390
Pop	109	8.625	0.7163	0.7288	-0.0162	0	99.5413	1.0511	0.0292	0.0382	0.0256	0	0.4588	0.107394240570846	391
Pop	109	8.75	0.7275	0.745	-0.0213	0	99.1975	0.959	0.0304	0.0396	0.0229	0	0.8025	0.102961569826707	392
Pop	109	8.875	0.7338	0.7462	-0.0175	0	99.5413	0.8952	0.0321	0.0309	0.0139	0	0.4588	0.100278950050968	393
Pop	109	8.875	0.7512	0.7625	-0.0162	0	98.7387	1.0078	0.0229	0.0209	0.021	0	1.2613	0.109842915392457	394
Pop	109	8	0.7125	0.7225	-0.0125	0	99.6562	1.069	0.0337	0.0347	0.0175	0	0.3437	0.108044325518179	395
Pop	109	8.5	0.7188	0.7525	-0.0488	0	99.7712	0.9449	0.0262	0.0323	0.0268	0	0.2287	0.102525382262997	396
Pop	109	8.875	0.7375	0.7375	0.0012	0	99.885	1.0078	0.0278	0.0334	0.0226	0	0.115	0.100734675501189	397
Pop	109	8.5	0.7225	0.74	-0.025	0	99.7712	1	0.0309	0.0304	0.0078	0	0.2287	0.103162555215766	398
Pop	109	8.875	0.7338	0.7288	0.0075	0	99.885	1.0078	0.0316	0.038	0.0253	0	0.115	0.107426979272851	399
Pop	109	8.75	0.7362	0.7562	-0.025	0	99.3125	0.921	0.0268	0.0354	0.021	0	0.6875	0.0990154774040095	400
Pop	109	8.625	0.73	0.75	-0.0288	0	99.3125	0.8224	0.029	0.0276	0.0226	0	0.6875	0.101198674821611	401
Pop	109	9	0.725	0.7388	-0.015	0	99.3125	0.982	0.0326	0.0431	0.0158	0	0.6875	0.105454094461434	402
Pop	109	8.875	0.7288	0.74	-0.015	0	99.885	1.0426	0.0274	0.0281	0.0166	0	0.115	0.100546568127761	403
Pop	109	9	0.7488	0.75	-0.0013	0	99.5413	0.982	0.0286	0.0345	0.0199	0	0.4588	0.10000954808019	404
Pop	109	8.75	0.735	0.7288	0.0088	0	99.885	1.0308	0.0298	0.0347	0.0268	0	0.115	0.103375501189263	405
Pop	109	8.625	0.7188	0.755	-0.0512	0	99.885	0.9246	0.0271	0.0301	0.0175	0	0.115	0.101202565409446	406
Pop	109	8.75	0.715	0.7138	0.0038	0	100	1.0133	0.0325	0.0359	0.0121	0	0	0.111070302412504	407
Pop	109	8.5	0.73	0.7438	-0.0188	0	100	0.8864	0.0273	0.0304	0.0116	0	0	0.0984933231396534	408
Pop	109	8.75	0.7138	0.7075	0.005	0	99.885	1.048	0.0288	0.0274	0.0166	0	0.115	0.107829493713897	409
Pop	109	8.875	0.7163	0.7263	-0.0175	0	99.7712	0.9531	0.0294	0.0284	0.0258	0	0.2287	0.106775382262997	410
Pop	109	8.625	0.745	0.7562	-0.0162	0	99.7712	0.8647	0.0242	0.0257	0.0257	0	0.2287	0.104857169554876	411
