Pop	N	A	He	Ho	Fis	N.Missing	P.GT	A.se	He.se	Ho.se	Fis.se	N.Missing.se	P.GT.se	related	sim
Pop	109	8.875	0.73	0.7825	-0.0725	0	99.885	1.0078	0.0312	0.0355	0.0116	0	0.115	0.0905308358817533	412
Pop	109	8.875	0.7288	0.745	-0.02	0	99.7712	1.0078	0.0295	0.0379	0.0246	0	0.2287	0.103602599388379	413
Pop	109	8.625	0.7212	0.75	-0.0425	0	99.0825	0.9437	0.0274	0.0224	0.016	0	0.9175	0.101733707101597	414
Pop	109	8.5	0.7212	0.7175	0.0062	0	98.5087	1	0.0243	0.0346	0.0246	0	1.4913	0.106094427454978	415
Pop	109	8.5	0.7338	0.73	0.0062	0	99.885	1.1019	0.0265	0.0305	0.0203	0	0.115	0.108943034318722	416
Pop	109	8.75	0.7288	0.7212	0.0137	0	99.885	0.9955	0.0294	0.0404	0.0237	0	0.115	0.11129422358138	417
Pop	109	8.875	0.73	0.74	-0.0125	0	99.885	0.8332	0.025	0.0347	0.0254	0	0.115	0.103015987088005	418
Pop	109	8.375	0.7238	0.735	-0.0162	0	99.885	1.034	0.0258	0.0302	0.0164	0	0.115	0.107484641522256	419
Pop	109	8.5	0.7163	0.72	-0.0013	0	99.885	0.8864	0.025	0.0416	0.0387	0	0.115	0.113356455997282	420
Pop	109	9	0.7238	0.695	0.0412	0	99.885	1	0.0283	0.0348	0.0156	0	0.115	0.111773190621814	421
Pop	109	8.75	0.7175	0.7462	-0.0425	0	99.885	1.0308	0.029	0.0249	0.0219	0	0.115	0.100426078831125	422
Pop	109	8.625	0.735	0.75	-0.0238	0	99.0825	0.9437	0.0253	0.023	0.014	0	0.9175	0.105860754332314	423
Pop	109	8.875	0.7088	0.7488	-0.055	0	99.6562	1.0078	0.0303	0.0378	0.0187	0	0.3437	0.0998984029901461	424
Pop	109	8.5	0.7113	0.73	-0.0288	0	99.6562	0.9636	0.0233	0.0269	0.0155	0	0.3437	0.105988141352362	425
Pop	109	8.5	0.7425	0.76	-0.0213	0	99.885	0.8864	0.0239	0.0344	0.0267	0	0.115	0.103130547060822	426
Pop	109	9	0.7188	0.735	-0.025	0	99.7712	0.9258	0.0323	0.0297	0.0185	0	0.2287	0.0977623343527013	427
Pop	109	8.625	0.7462	0.7712	-0.0338	0	99.6562	0.9808	0.0256	0.0249	0.01	0	0.3437	0.0985274209989806	428
Pop	109	8.875	0.7325	0.7625	-0.0388	0	99.885	0.9531	0.0281	0.0364	0.0164	0	0.115	0.094806082229018	429
Pop	109	9	0.7263	0.7175	0.0125	0	100	0.9258	0.0273	0.0316	0.0157	0	0	0.103947281685355	430
Pop	109	8.5	0.7312	0.72	0.0162	0	99.885	0.9258	0.0247	0.026	0.021	0	0.115	0.104558817533129	431
Pop	109	8.75	0.71	0.7175	-0.0062	0	98.9675	0.9774	0.0346	0.0399	0.0139	0	1.0325	0.110076095820591	432
Pop	109	8.875	0.7138	0.7263	-0.0125	0	99.7712	0.9899	0.0273	0.0394	0.0186	0	0.2287	0.0972181107713218	433
Pop	109	8.375	0.72	0.7412	-0.03	0	99.885	0.9051	0.0299	0.0279	0.0156	0	0.115	0.105646381243629	434
Pop	109	8.75	0.735	0.7575	-0.0325	0	99.885	1.048	0.0284	0.0327	0.0249	0	0.115	0.0985733265375467	435
Pop	109	8.625	0.705	0.7075	-0.0025	0	99.7712	0.9808	0.0346	0.0407	0.0193	0	0.2287	0.112291760108733	436
Pop	109	9	0.73	0.7175	0.0188	0	100	1	0.0288	0.0347	0.0148	0	0	0.103886901121305	437
Pop	109	8.875	0.7238	0.7462	-0.0288	0	99.1975	0.8952	0.0305	0.0375	0.0239	0	0.8025	0.099858545701665	438
Pop	109	8.5	0.7163	0.7125	0.0062	0	99.4262	0.8864	0.0278	0.0307	0.0122	0	0.5738	0.116332738702005	439
Pop	109	8.75	0.7238	0.745	-0.0288	0	100	0.9955	0.0255	0.026	0.0132	0	0	0.10245044172613	440
Pop	109	8.375	0.735	0.7462	-0.0162	0	99.885	0.9246	0.0258	0.0324	0.0226	0	0.115	0.106042609582059	441
Pop	109	9	0.7388	0.7325	0.0125	0	99.7712	1	0.0296	0.0429	0.0285	0	0.2287	0.103860176690452	442
Pop	109	8.375	0.71	0.7138	-0.0025	0	99.3125	0.9808	0.0291	0.037	0.018	0	0.6875	0.10328535507985	443
Pop	109	8.875	0.7325	0.7588	-0.035	0	99.885	1.0253	0.0262	0.0299	0.0251	0	0.115	0.10290793408087	444
Pop	109	8.625	0.72	0.73	-0.0112	0	99.5413	0.9625	0.0328	0.0378	0.0156	0	0.4588	0.102573411484879	445
Pop	109	8.75	0.7062	0.705	0.0038	0	99.885	0.959	0.0296	0.0365	0.0213	0	0.115	0.113594682296976	446
Pop	109	8.75	0.7188	0.7312	-0.015	0	99.4262	1.0133	0.0275	0.0351	0.0174	0	0.5738	0.105002786272511	447
Pop	109	8.75	0.745	0.7612	-0.02	0	99.885	0.75	0.0287	0.0413	0.0311	0	0.115	0.0941374447842338	448
Pop	109	8.75	0.7275	0.725	0.0062	0	99.7712	1.0308	0.0279	0.0359	0.021	0	0.2287	0.103248046211349	449
Pop	109	8.875	0.7438	0.7462	-0.005	0	99.7712	1.0078	0.0208	0.0215	0.0138	0	0.2287	0.105387920489297	450
Pop	109	8.625	0.7338	0.735	0.0025	0	99.6562	0.8647	0.0237	0.0352	0.0212	0	0.3437	0.112898233095481	451
Pop	109	8.625	0.73	0.755	-0.0363	0	99.7712	0.9437	0.0281	0.0287	0.0131	0	0.2287	0.0994384811416922	452
Pop	109	8.75	0.7425	0.7625	-0.0262	0	99.7712	0.921	0.0233	0.0335	0.0228	0	0.2287	0.102282534828406	453
Pop	109	8.625	0.7038	0.715	-0.0188	0	99.885	1.0511	0.0332	0.0318	0.0192	0	0.115	0.106627607883112	454
Pop	109	8.875	0.7312	0.7312	0.0013	0	99.4262	0.9342	0.0243	0.0267	0.013	0	0.5738	0.109523496432212	455
Pop	109	8.5	0.7275	0.73	-0.0038	0	99.4262	0.9063	0.0262	0.0269	0.016	0	0.5738	0.108145548759769	456
Pop	109	9	0.7312	0.7275	0.0075	0	99.885	1	0.0271	0.0372	0.0264	0	0.115	0.107679357798165	457
Pop	109	8.875	0.7238	0.7262	-0.0062	0	99.885	0.9531	0.0309	0.0317	0.0213	0	0.115	0.110661926605505	458
Pop	109	8.5	0.7363	0.72	0.02	0	99.885	0.8238	0.0274	0.0264	0.0195	0	0.115	0.110522375127421	459
Pop	109	9	0.73	0.72	0.0112	0	99.3125	0.9258	0.0264	0.0219	0.0138	0	0.6875	0.111697927285083	460
Pop	109	8.625	0.7363	0.755	-0.025	0	100	1.068	0.0269	0.0302	0.0096	0	0	0.102794087665647	461
Pop	109	8.75	0.7388	0.7488	-0.015	0	99.885	0.9402	0.0265	0.0236	0.0166	0	0.115	0.108248419979613	462
Pop	109	8.375	0.7212	0.7488	-0.0388	0	99.885	0.8224	0.0312	0.0325	0.0132	0	0.115	0.0994116038056405	463
Pop	109	8.875	0.735	0.75	-0.0175	0	99.7712	0.9531	0.0286	0.0349	0.0209	0	0.2287	0.101238634046891	464
Pop	109	8.75	0.7312	0.7438	-0.0162	0	99.885	0.959	0.0233	0.0254	0.0159	0	0.115	0.103251834862385	465
Pop	109	8.625	0.7212	0.7312	-0.015	0	99.7712	0.9437	0.0292	0.0275	0.0085	0	0.2287	0.105244971117907	466
Pop	109	8.875	0.7225	0.7312	-0.01	0	99.4262	1.0078	0.0305	0.0355	0.018	0	0.5738	0.104301834862385	467
Pop	109	8.625	0.7338	0.7425	-0.0125	0	99.6562	0.8647	0.0298	0.0356	0.0152	0	0.3437	0.10176415222562	468
Pop	109	8.5	0.7312	0.745	-0.0213	0	99.6562	0.982	0.0249	0.0241	0.0239	0	0.3437	0.1031291879035	469
Pop	109	8.5	0.7175	0.7362	-0.03	0	99.885	0.982	0.0264	0.0166	0.0179	0	0.115	0.110194257560313	470
Pop	109	8.875	0.7325	0.735	-0.0038	0	99.885	1.0078	0.0272	0.0265	0.0136	0	0.115	0.102470710159701	471
Pop	109	8.75	0.7212	0.6975	0.0338	0	99.4262	0.921	0.0262	0.0268	0.0175	0	0.5738	0.121270081549439	472
Pop	109	8.75	0.7338	0.7238	0.015	0	99.885	1.0308	0.0269	0.0316	0.0118	0	0.115	0.112255028882093	473
Pop	109	8.375	0.72	0.7312	-0.015	0	98.5087	1.0166	0.0237	0.0275	0.017	0	1.4913	0.109127098199117	474
Pop	109	8.75	0.7362	0.7288	0.0125	0	99.885	0.8609	0.0251	0.0383	0.0248	0	0.115	0.103316411824669	475
Pop	109	8.625	0.7362	0.7612	-0.0312	0	99.0825	0.9437	0.0265	0.0361	0.0179	0	0.9175	0.0982092422697927	476
Pop	109	9.125	0.7375	0.7238	0.02	0	99.6562	0.9717	0.0257	0.034	0.0238	0	0.3437	0.110403652735304	477
Pop	109	8.75	0.7275	0.7163	0.015	0	99.6562	0.8609	0.0265	0.0292	0.0244	0	0.3437	0.108482313965341	478
Pop	109	8.5	0.7175	0.72	0.0013	0	99.885	0.8238	0.0294	0.043	0.0258	0	0.115	0.103952191641182	479
Pop	109	8.625	0.7262	0.7562	-0.0425	0	99.885	0.8647	0.0248	0.0228	0.0154	0	0.115	0.103746058443765	480
Pop	109	8.75	0.7312	0.72	0.0162	0	99.7712	0.9402	0.0274	0.0344	0.014	0	0.2287	0.109968824328916	481
Pop	109	8.625	0.74	0.74	0	0	99.885	1.068	0.0255	0.0321	0.0172	0	0.115	0.109161756710839	482
Pop	109	8.875	0.7312	0.7038	0.04	0	99.5413	0.9342	0.0284	0.0353	0.0195	0	0.4588	0.109637648657832	483
Pop	109	8.5	0.7275	0.7562	-0.0388	0	99.6562	1.0177	0.0253	0.0303	0.0232	0	0.3437	0.0991136425416242	484
Pop	109	8.5	0.7438	0.7562	-0.0162	0	99.7712	1.0177	0.0295	0.0327	0.0222	0	0.2287	0.100478440366972	485
Pop	109	8.625	0.7075	0.7288	-0.03	0	99.7712	1.068	0.0319	0.0338	0.0173	0	0.2287	0.1020417261298	486
Pop	109	9	0.7338	0.7238	0.0125	0	99.4262	0.8864	0.0264	0.0237	0.009	0	0.5738	0.108690197077812	487
Pop	109	8.75	0.7288	0.745	-0.0225	0	99.5413	0.8609	0.0264	0.0288	0.018	0	0.4588	0.106938837920489	488
Pop	109	8.375	0.705	0.7188	-0.0188	0	99.0825	1.1009	0.0325	0.0356	0.0215	0	0.9175	0.104745548759769	489
Pop	109	8.75	0.7288	0.7238	0.01	0	99.885	0.8399	0.0268	0.0361	0.0198	0	0.115	0.105229357798165	490
Pop	109	8.5	0.725	0.7188	0.01	0	99.885	0.9063	0.0278	0.0303	0.0124	0	0.115	0.111564865783214	491
Pop	109	9	0.7262	0.74	-0.0225	0	99.1975	0.982	0.0289	0.0269	0.0253	0	0.8025	0.104569894665308	492
Pop	109	8.625	0.7288	0.7375	-0.01	0	99.7712	0.9246	0.0288	0.036	0.0216	0	0.2287	0.104453635745838	493
Pop	109	8.75	0.73	0.7462	-0.0238	0	99.885	0.8609	0.0267	0.0293	0.0178	0	0.115	0.10269706082229	494
Pop	109	8.375	0.7288	0.72	0.0113	0	99.5413	0.9246	0.0271	0.0314	0.0203	0	0.4588	0.114957696228338	495
Pop	109	8.75	0.7062	0.7025	0.0088	0	99.4262	1.048	0.0323	0.0372	0.0116	0	0.5738	0.111982262996942	496
Pop	109	8.75	0.7225	0.7125	0.0175	0	99.5413	0.959	0.0317	0.0396	0.0218	0	0.4588	0.107533961943595	497
Pop	109	8.875	0.7188	0.75	-0.0425	0	99.885	1.0078	0.0316	0.0395	0.0219	0	0.115	0.0943181447502548	498
Pop	109	8.875	0.7312	0.75	-0.0288	0	99.6562	1.0078	0.0291	0.0249	0.0132	0	0.3437	0.0985759768943255	499
Pop	109	8.625	0.7225	0.7263	0	0	99.7712	0.7545	0.0265	0.0395	0.0193	0	0.2287	0.10795959904859	500
Pop	N	A	He	Ho	Fis	N.Missing	P.GT	A.se	He.se	Ho.se	Fis.se	N.Missing.se	P.GT.se	related	sim
Pop	109	8.75	0.7188	0.7175	0.0012	0	99.885	1.0133	0.0252	0.0262	0.0149	0	0.115	0.112209531090724	501
Pop	109	8.75	0.7262	0.7188	0.0088	0	99.885	0.959	0.0261	0.0306	0.0225	0	0.115	0.114417703024125	502
Pop	109	8.625	0.7288	0.7175	0.0162	0	99.6562	0.9051	0.0272	0.0351	0.027	0	0.3437	0.113740808698607	503
Pop	109	8.75	0.7188	0.7263	-0.0088	0	99.4262	1.048	0.0317	0.0338	0.0083	0	0.5738	0.111342320761128	504
Pop	109	8.875	0.7312	0.715	0.0213	0	100	0.9531	0.0282	0.0338	0.0229	0	0	0.113406761807679	505
Pop	109	9	0.7338	0.7375	-0.0062	0	99.7712	0.982	0.0288	0.028	0.0108	0	0.2287	0.102096992864424	506
Pop	109	8.875	0.7363	0.75	-0.0188	0	99.6562	1.0078	0.0271	0.0314	0.0227	0	0.3437	0.10527047230717	507
Pop	109	8.625	0.7188	0.7412	-0.0325	0	99.3125	0.9437	0.0257	0.0234	0.0149	0	0.6875	0.105004485219164	508
Pop	109	8.5	0.7225	0.7362	-0.0188	0	100	0.8452	0.0289	0.0358	0.0234	0	0	0.107619028202514	509
Pop	109	8.375	0.705	0.7113	-0.0088	0	99.7712	0.9437	0.0299	0.0334	0.0174	0	0.2287	0.10433795446823	510
Pop	109	9	0.7338	0.7412	-0.0087	0	99.1975	0.982	0.0265	0.0336	0.0201	0	0.8025	0.104074057084608	511
Pop	109	8.875	0.7288	0.7375	-0.01	0	99.4262	0.9149	0.0315	0.0401	0.0193	0	0.5738	0.109242660550459	512
Pop	109	8.75	0.7213	0.7425	-0.03	0	99.885	0.959	0.0268	0.029	0.0094	0	0.115	0.101882687733605	513
Pop	109	8.625	0.7088	0.725	-0.0238	0	99.885	1.0166	0.0291	0.029	0.0191	0	0.115	0.107966479782535	514
Pop	109	8.875	0.75	0.7475	0.0013	0	100	0.9149	0.0256	0.0243	0.0099	0	0	0.106187818552497	515
Pop	109	8.875	0.7375	0.76	-0.0312	0	99.7712	0.9342	0.027	0.0247	0.0183	0	0.2287	0.0989626741420319	516
Pop	109	9	0.7288	0.7412	-0.02	0	99.6562	0.8864	0.0275	0.0247	0.0239	0	0.3437	0.104159225280326	517
Pop	109	8.75	0.7388	0.7588	-0.0262	0	100	0.921	0.0277	0.0304	0.018	0	0	0.0961962962962963	518
Pop	109	8.875	0.7113	0.735	-0.035	0	99.6562	1.0253	0.0283	0.0286	0.011	0	0.3437	0.105871576622494	519
Pop	109	8.875	0.765	0.7912	-0.0375	0	99.885	1.0078	0.0208	0.0157	0.0122	0	0.115	0.0983015120625212	520
Pop	109	9	0.7175	0.7275	-0.0138	0	99.7712	1	0.0342	0.0412	0.026	0	0.2287	0.105282687733605	521
Pop	109	8.75	0.7338	0.7263	0.01	0	100	0.9402	0.0285	0.0328	0.0224	0	0	0.103920659191301	522
Pop	109	8.75	0.7312	0.7325	0.0012	0	100	0.959	0.0304	0.0426	0.0247	0	0	0.10508995922528	523
Pop	109	8.5	0.7262	0.7338	-0.0112	0	99.3125	1.0177	0.0287	0.0265	0.0149	0	0.6875	0.109308732585797	524
Pop	109	8.5	0.7225	0.725	-0.005	0	99.6562	0.982	0.0279	0.0252	0.0176	0	0.3437	0.107392371729528	525
Pop	109	8.625	0.715	0.745	-0.0462	0	99.885	0.8647	0.0302	0.0262	0.0231	0	0.115	0.101685592932382	526
Pop	109	8.875	0.7325	0.74	-0.0125	0	99.885	0.9531	0.03	0.0298	0.0193	0	0.115	0.100300118926266	527
Pop	109	8.75	0.7138	0.7225	-0.0125	0	99.885	1.0308	0.0274	0.0266	0.0156	0	0.115	0.106353567787971	528
Pop	109	8.5	0.7188	0.725	-0.0075	0	100	0.7792	0.0286	0.0322	0.0139	0	0	0.108756133197418	529
Pop	109	8.5	0.715	0.7388	-0.0325	0	100	0.9636	0.0302	0.0388	0.0167	0	0	0.1025500509684	530
Pop	109	8.75	0.725	0.72	0.0075	0	99.7712	0.8399	0.0237	0.0336	0.0214	0	0.2287	0.111861043153245	531
Pop	109	8.75	0.7113	0.7263	-0.0225	0	99.885	0.9402	0.0298	0.0314	0.0173	0	0.115	0.10776121304791	532
Pop	109	8.875	0.7238	0.7625	-0.0575	0	99.885	0.9531	0.0314	0.028	0.0182	0	0.115	0.0990194699286442	533
Pop	109	8.875	0.7438	0.7588	-0.02	0	99.885	1.0763	0.0219	0.027	0.0177	0	0.115	0.104024736663269	534
Pop	109	8.375	0.7138	0.715	-0.0062	0	99.885	1.1486	0.0316	0.0256	0.0162	0	0.115	0.107743034318722	535
Pop	109	8.875	0.735	0.7138	0.03	0	99.885	1.0078	0.0254	0.0291	0.016	0	0.115	0.109089262657153	536
Pop	109	8.75	0.725	0.755	-0.0438	0	100	0.9402	0.0293	0.0289	0.0189	0	0	0.0970523785253143	537
Pop	109	8.5	0.7325	0.7388	-0.0038	0	99.885	0.866	0.0332	0.0426	0.0215	0	0.115	0.100821848453959	538
Pop	109	8.5	0.71	0.7375	-0.0375	0	99.6562	0.9636	0.0314	0.0371	0.0105	0	0.3437	0.101862351342168	539
Pop	109	8.625	0.7325	0.7388	-0.0063	0	99.6562	1.0511	0.0258	0.037	0.0208	0	0.3437	0.106105946313286	540
Pop	109	8.75	0.7175	0.72	-0.005	0	99.6562	0.959	0.0332	0.038	0.0262	0	0.3437	0.111025535168196	541
Pop	109	8.625	0.745	0.7238	0.0312	0	100	0.9989	0.029	0.0401	0.0246	0	0	0.107510805300714	542
Pop	109	8.75	0.7213	0.7275	-0.0088	0	100	0.959	0.0269	0.0285	0.0125	0	0	0.100684301732926	543
Pop	109	8.75	0.74	0.7275	0.0175	0	100	0.921	0.0282	0.0327	0.0183	0	0	0.108346755011893	544
Pop	109	8.875	0.7312	0.7562	-0.0338	0	99.5413	0.9149	0.0266	0.035	0.024	0	0.4588	0.104741199456337	545
Pop	109	8.625	0.7288	0.7662	-0.0512	0	100	0.8647	0.0274	0.0303	0.0136	0	0	0.0961602616377846	546
Pop	109	8.375	0.7188	0.7263	-0.0075	0	99.6562	0.8851	0.0282	0.0369	0.0216	0	0.3437	0.103306371049949	547
Pop	109	8.625	0.73	0.725	0.0088	0	99.0825	0.9625	0.0283	0.0376	0.0236	0	0.9175	0.108757577302073	548
Pop	109	8.5	0.715	0.705	0.0162	0	100	1.118	0.0258	0.0382	0.0251	0	0	0.109040248046211	549
Pop	109	8.75	0.7275	0.74	-0.0162	0	99.6562	1.0308	0.0299	0.0325	0.011	0	0.3437	0.0977869520897044	550
Pop	109	8.375	0.7262	0.7438	-0.025	0	99.885	0.9808	0.0252	0.0288	0.0205	0	0.115	0.101246873938158	551
Pop	109	8.75	0.7288	0.7475	-0.0238	0	99.7712	0.959	0.0255	0.0329	0.0158	0	0.2287	0.104804926945294	552
Pop	109	8.875	0.7188	0.7238	-0.0038	0	99.5413	1.0763	0.0294	0.0377	0.0167	0	0.4588	0.105848470948012	553
Pop	109	8.75	0.725	0.74	-0.0188	0	98.6238	1.0308	0.0258	0.0351	0.0196	0	1.3763	0.109006082229018	554
Pop	109	8.625	0.7325	0.7625	-0.0388	0	99.6562	0.8647	0.0251	0.0355	0.0208	0	0.3437	0.100782891607204	555
Pop	109	8.75	0.74	0.735	0.0062	0	100	1.0308	0.0249	0.0279	0.0151	0	0	0.108425399252463	556
Pop	109	9	0.7175	0.7325	-0.02	0	100	1	0.0303	0.0342	0.0172	0	0	0.103899660210669	557
Pop	109	8.375	0.6925	0.685	0.0125	0	99.5413	0.8851	0.0284	0.0327	0.0166	0	0.4588	0.114104264356099	558
Pop	109	8.5	0.7212	0.7175	0.0088	0	100	0.7071	0.0276	0.0346	0.0152	0	0	0.106864356099218	559
Pop	109	8.5	0.7225	0.7375	-0.0213	0	99.4262	1	0.0321	0.042	0.0245	0	0.5738	0.104782483860007	560
Pop	109	8.875	0.7325	0.7288	0.005	0	100	0.9149	0.0285	0.0338	0.0182	0	0	0.103889704383282	561
Pop	109	8.875	0.72	0.7225	0	0	99.1975	0.9149	0.0249	0.0322	0.0203	0	0.8025	0.107879289840299	562
Pop	109	8.75	0.7225	0.7438	-0.0275	0	99.1975	0.921	0.029	0.0354	0.0197	0	0.8025	0.0988156303092083	563
Pop	109	8.875	0.73	0.7112	0.025	0	99.5413	1.0253	0.0246	0.0303	0.0155	0	0.4588	0.113491097519538	564
Pop	109	8.75	0.7325	0.7175	0.0238	0	99.7712	0.959	0.0286	0.0376	0.017	0	0.2287	0.106402565409446	565
Pop	109	8.875	0.7338	0.7575	-0.035	0	98.6238	1.0078	0.0253	0.0219	0.0257	0	1.3763	0.104701393136256	566
Pop	109	8.5	0.7275	0.7038	0.0375	0	100	1	0.0297	0.0468	0.0283	0	0	0.106266275908936	567
Pop	109	8.625	0.725	0.745	-0.0288	0	99.6562	0.9808	0.031	0.0332	0.0146	0	0.3437	0.0996111281005776	568
Pop	109	8.625	0.7225	0.725	-0.0025	0	99.7712	1.068	0.0255	0.0308	0.0149	0	0.2287	0.109980530071356	569
Pop	109	8.75	0.7163	0.7088	0.0088	0	99.4262	1.048	0.0276	0.0245	0.0172	0	0.5738	0.109347230716955	570
Pop	109	8.875	0.7325	0.73	0.005	0	99.7712	1.0253	0.0276	0.0325	0.0197	0	0.2287	0.106397128780156	571
Pop	109	8.875	0.7113	0.7113	-0.0025	0	99.6562	1.0078	0.0271	0.0266	0.0202	0	0.3437	0.105219435949711	572
Pop	109	9	0.73	0.7362	-0.0088	0	99.7712	0.8864	0.0266	0.0261	0.0165	0	0.2287	0.100455062861026	573
Pop	109	9	0.715	0.7162	0	0	99.6562	0.982	0.0282	0.0331	0.0235	0	0.3437	0.113620285423038	574
Pop	109	8.75	0.745	0.7537	-0.0113	0	99.7712	1.0815	0.028	0.0329	0.0132	0	0.2287	0.102957067618077	575
Pop	109	8.875	0.7275	0.7388	-0.0162	0	99.6562	0.9342	0.0281	0.0266	0.0177	0	0.3437	0.103971729527693	576
Pop	109	9	0.72	0.7475	-0.0375	0	99.5413	1	0.0286	0.0346	0.0245	0	0.4588	0.101816190961604	577
Pop	109	8.375	0.7212	0.7625	-0.0575	0	99.5413	1.034	0.0252	0.0274	0.0121	0	0.4588	0.0991532110091743	578
Pop	109	8.375	0.7288	0.7262	-0.0012	0	99.6562	0.8647	0.0264	0.0173	0.0181	0	0.3437	0.109683944954128	579
Pop	109	8.75	0.73	0.7175	0.0162	0	99.885	1.0133	0.029	0.0291	0.018	0	0.115	0.111850560652396	580
Pop	109	8.75	0.7238	0.7275	-0.0088	0	99.7712	0.8609	0.0277	0.0259	0.0178	0	0.2287	0.107131090723751	581
Pop	109	8.625	0.735	0.7488	-0.0212	0	99.3125	1.068	0.0243	0.0188	0.0226	0	0.6875	0.104833724091064	582
Pop	109	9	0.74	0.75	-0.015	0	99.5413	0.9258	0.028	0.0243	0.019	0	0.4588	0.103211179068977	583
Pop	109	8.625	0.735	0.73	0.0075	0	100	1.068	0.027	0.0346	0.0246	0	0	0.102721236833163	584
Pop	109	8.75	0.7212	0.7038	0.0275	0	99.1975	0.921	0.0291	0.035	0.0144	0	0.8025	0.105473105674482	585
Pop	109	8.75	0.7275	0.725	0.0037	0	100	0.921	0.0296	0.0372	0.0245	0	0	0.104219571865443	586
Pop	109	8.625	0.7212	0.7262	-0.0062	0	99.3125	0.7778	0.0273	0.031	0.0168	0	0.6875	0.10455171593612	587
Pop	109	9	0.7362	0.7362	0.0037	0	99.7712	1	0.0247	0.035	0.0279	0	0.2287	0.109574023105674	588
Pop	109	8.5	0.715	0.71	0.0037	0	100	1.0177	0.0345	0.0306	0.0145	0	0	0.108669622833843	589
Pop	109	8.75	0.7312	0.7588	-0.04	0	99.6562	0.7962	0.03	0.0266	0.0144	0	0.3437	0.0956556065239551	590
Pop	109	8.5	0.715	0.73	-0.02	0	99.6562	0.982	0.0298	0.0348	0.0161	0	0.3437	0.101287444784234	591
Pop	109	8.875	0.7363	0.7662	-0.0375	0	99.885	1.0253	0.0267	0.0358	0.0168	0	0.115	0.100664305130819	592
Pop	109	8.5	0.7225	0.7412	-0.02	0	99.7712	0.8864	0.0347	0.0435	0.0158	0	0.2287	0.100144461433911	593
Pop	109	8.875	0.7375	0.76	-0.0275	0	99.4262	0.9531	0.0237	0.0385	0.0258	0	0.5738	0.107491199456337	594
Pop	109	8.625	0.7325	0.7162	0.0188	0	99.7712	0.8224	0.027	0.0296	0.0268	0	0.2287	0.108256371049949	595
Pop	109	8.875	0.725	0.745	-0.0238	0	99.7712	1.0253	0.0285	0.0384	0.0167	0	0.2287	0.101068076792389	596
Pop	109	8.75	0.7225	0.75	-0.0375	0	99.885	0.9402	0.024	0.0251	0.0207	0	0.115	0.103567669045192	597
Pop	109	8.875	0.7163	0.7225	-0.0087	0	99.885	0.9342	0.0298	0.029	0.0141	0	0.115	0.0996170064559973	598
Pop	109	8.75	0.7062	0.715	-0.015	0	99.7712	0.9774	0.0326	0.0312	0.0169	0	0.2287	0.107814305130819	599
Pop	109	8.75	0.7438	0.7575	-0.0175	0	99.1975	0.9402	0.0228	0.0251	0.0115	0	0.8025	0.105111994563371	600
Pop	109	8.875	0.725	0.73	-0.0062	0	99.7712	0.9342	0.0326	0.0362	0.0185	0	0.2287	0.0963799864084268	601
Pop	109	8.875	0.7312	0.765	-0.0425	0	99.4262	1.0078	0.0239	0.0281	0.0105	0	0.5738	0.100306897723411	602
Pop	109	8.75	0.7288	0.725	0.0038	0	99.885	0.959	0.0242	0.0183	0.0128	0	0.115	0.111756863744478	603
Pop	109	8.75	0.7088	0.7075	0	0	99.6562	1.0308	0.0296	0.0297	0.0274	0	0.3437	0.111468382602786	604
Pop	109	8.75	0.72	0.7625	-0.0612	0	99.885	0.8399	0.0305	0.0332	0.0274	0	0.115	0.0974453109072375	605
Pop	109	8.125	0.7363	0.7538	-0.0225	0	99.6562	0.8332	0.0249	0.0323	0.0141	0	0.3437	0.10801415222562	606
Pop	109	9	0.7462	0.7512	-0.0025	0	99.7712	1	0.0264	0.042	0.0251	0	0.2287	0.0953113829425756	607
Pop	109	8.875	0.7375	0.76	-0.0288	0	99.4262	1.0253	0.024	0.0252	0.0161	0	0.5738	0.101916870540265	608
Pop	109	8.75	0.7238	0.7525	-0.04	0	98.9675	1.0308	0.0239	0.0269	0.0093	0	1.0325	0.109139279646619	609
Pop	109	8.625	0.7288	0.7375	-0.0113	0	100	0.9808	0.0277	0.0355	0.0193	0	0	0.0987917940876656	610
Pop	109	8.75	0.7212	0.7412	-0.0262	0	99.5413	0.959	0.0297	0.0342	0.017	0	0.4588	0.101311077132178	611
Pop	109	8.625	0.7213	0.7275	-0.0125	0	99.885	0.8851	0.0298	0.0274	0.0261	0	0.115	0.107229306829766	612
Pop	109	8.625	0.7425	0.7275	0.0213	0	99.885	0.9437	0.0232	0.0283	0.0167	0	0.115	0.107951902820251	613
Pop	109	8.625	0.7238	0.7325	-0.0125	0	100	0.9808	0.0269	0.0253	0.0105	0	0	0.102944070676181	614
Pop	109	8.75	0.7312	0.7262	0.0075	0	100	0.9402	0.0272	0.0358	0.0248	0	0	0.103698844716276	615
Pop	109	8.875	0.7325	0.7837	-0.07	0	99.885	1.0078	0.0262	0.0344	0.0325	0	0.115	0.10062003058104	616
Pop	109	8.5	0.7262	0.7425	-0.0213	0	99.6562	1	0.0302	0.0349	0.0199	0	0.3437	0.101062300373768	617
Pop	109	8.75	0.74	0.7588	-0.025	0	100	0.959	0.0265	0.0328	0.0169	0	0	0.102405079850493	618
Pop	109	8.375	0.7225	0.7088	0.015	0	99.7712	0.9989	0.0258	0.0142	0.0221	0	0.2287	0.110991794087666	619
