uk.mom	uk.dad	mom.disc	dad.disc	noff	mom.p.disc	dad.p.disc	file
0	0	2	4	109	0.02	0.04	BestConfig.542.txt
0	0	0	1	109	0	0.01	BestConfig.543.txt
0	0	7	5	109	0.06	0.05	BestConfig.544.txt
2	2	2	3	109	0.02	0.03	BestConfig.545.txt
0	0	2	0	109	0.02	0	BestConfig.546.txt
0	2	9	3	109	0.08	0.03	BestConfig.547.txt
0	0	2	2	109	0.02	0.02	BestConfig.549.txt
0	1	5	2	109	0.05	0.02	BestConfig.55.txt
1	0	4	4	109	0.04	0.04	BestConfig.551.txt
1	0	1	2	109	0.01	0.02	BestConfig.552.txt
3	1	4	4	109	0.04	0.04	BestConfig.553.txt
1	0	0	1	109	0	0.01	BestConfig.554.txt
1	0	5	2	109	0.05	0.02	BestConfig.555.txt
1	1	4	0	109	0.04	0	BestConfig.556.txt
0	0	1	0	109	0.01	0	BestConfig.557.txt
0	0	2	2	109	0.02	0.02	BestConfig.558.txt
0	0	1	4	109	0.01	0.04	BestConfig.559.txt
0	0	1	2	109	0.01	0.02	BestConfig.56.txt
0	1	8	3	109	0.07	0.03	BestConfig.560.txt
0	0	5	3	109	0.05	0.03	BestConfig.561.txt
0	3	6	1	109	0.06	0.01	BestConfig.562.txt
1	2	5	0	109	0.05	0	BestConfig.563.txt
1	0	2	0	109	0.02	0	BestConfig.564.txt
0	2	2	2	109	0.02	0.02	BestConfig.565.txt
1	2	3	1	109	0.03	0.01	BestConfig.566.txt
2	0	6	6	109	0.06	0.06	BestConfig.567.txt
0	0	6	2	109	0.06	0.02	BestConfig.568.txt
0	1	1	5	109	0.01	0.05	BestConfig.569.txt
0	2	2	0	109	0.02	0	BestConfig.57.txt
0	0	2	2	109	0.02	0.02	BestConfig.570.txt
2	0	4	1	109	0.04	0.01	BestConfig.571.txt
0	2	4	1	109	0.04	0.01	BestConfig.572.txt
2	0	0	1	109	0	0.01	BestConfig.573.txt
2	1	2	6	109	0.02	0.06	BestConfig.574.txt
0	1	2	2	109	0.02	0.02	BestConfig.575.txt
1	0	5	4	109	0.05	0.04	BestConfig.576.txt
0	4	2	4	109	0.02	0.04	BestConfig.577.txt
2	2	3	2	109	0.03	0.02	BestConfig.578.txt
1	0	3	4	109	0.03	0.04	BestConfig.579.txt
0	0	6	3	109	0.06	0.03	BestConfig.58.txt
1	2	5	5	109	0.05	0.05	BestConfig.580.txt
4	2	3	4	109	0.03	0.04	BestConfig.581.txt
0	0	3	1	109	0.03	0.01	BestConfig.582.txt
2	1	3	3	109	0.03	0.03	BestConfig.583.txt
1	0	2	4	109	0.02	0.04	BestConfig.584.txt
0	0	4	4	109	0.04	0.04	BestConfig.585.txt
0	0	3	3	109	0.03	0.03	BestConfig.586.txt
2	0	4	4	109	0.04	0.04	BestConfig.587.txt
2	1	3	3	109	0.03	0.03	BestConfig.588.txt
0	0	3	2	109	0.03	0.02	BestConfig.589.txt
0	0	3	3	109	0.03	0.03	BestConfig.59.txt
1	4	2	3	109	0.02	0.03	BestConfig.590.txt
0	1	3	2	109	0.03	0.02	BestConfig.591.txt
0	1	4	4	109	0.04	0.04	BestConfig.592.txt
0	1	4	5	109	0.04	0.05	BestConfig.593.txt
2	0	1	3	109	0.01	0.03	BestConfig.594.txt
1	0	0	3	109	0	0.03	BestConfig.595.txt
3	3	1	3	109	0.01	0.03	BestConfig.596.txt
0	2	6	8	109	0.06	0.07	BestConfig.597.txt
0	0	8	4	109	0.07	0.04	BestConfig.599.txt
0	0	4	4	109	0.04	0.04	BestConfig.6.txt
1	3	3	2	109	0.03	0.02	BestConfig.60.txt
0	0	3	3	109	0.03	0.03	BestConfig.600.txt
2	1	4	2	109	0.04	0.02	BestConfig.601.txt
0	1	0	2	109	0	0.02	BestConfig.602.txt
2	0	0	1	109	0	0.01	BestConfig.603.txt
0	3	4	1	109	0.04	0.01	BestConfig.604.txt
0	2	4	1	109	0.04	0.01	BestConfig.605.txt
2	2	6	2	109	0.06	0.02	BestConfig.606.txt
0	1	5	1	109	0.05	0.01	BestConfig.607.txt
5	0	1	5	109	0.01	0.05	BestConfig.608.txt
2	2	6	2	109	0.06	0.02	BestConfig.609.txt
2	0	3	3	109	0.03	0.03	BestConfig.61.txt
2	0	2	3	109	0.02	0.03	BestConfig.610.txt
1	0	4	2	109	0.04	0.02	BestConfig.611.txt
1	1	2	1	109	0.02	0.01	BestConfig.612.txt
0	1	3	2	109	0.03	0.02	BestConfig.613.txt
4	2	1	1	109	0.01	0.01	BestConfig.614.txt
0	0	5	3	109	0.05	0.03	BestConfig.615.txt
1	0	0	2	109	0	0.02	BestConfig.616.txt
0	0	3	2	109	0.03	0.02	BestConfig.617.txt
0	0	3	0	109	0.03	0	BestConfig.618.txt
0	3	3	4	109	0.03	0.04	BestConfig.619.txt
0	0	2	1	109	0.02	0.01	BestConfig.62.txt
0	0	4	2	109	0.04	0.02	BestConfig.620.txt
0	1	5	1	109	0.05	0.01	BestConfig.621.txt
1	0	3	1	109	0.03	0.01	BestConfig.622.txt
2	0	1	4	109	0.01	0.04	BestConfig.623.txt
1	1	3	5	109	0.03	0.05	BestConfig.624.txt
0	0	2	2	109	0.02	0.02	BestConfig.625.txt
1	1	5	5	109	0.05	0.05	BestConfig.626.txt
1	0	0	3	109	0	0.03	BestConfig.627.txt
0	1	4	2	109	0.04	0.02	BestConfig.628.txt
0	0	5	2	109	0.05	0.02	BestConfig.629.txt
1	0	4	6	109	0.04	0.06	BestConfig.63.txt
3	0	4	4	109	0.04	0.04	BestConfig.630.txt
1	3	5	3	109	0.05	0.03	BestConfig.631.txt
1	0	3	3	109	0.03	0.03	BestConfig.632.txt
2	0	3	2	109	0.03	0.02	BestConfig.633.txt
3	0	2	2	109	0.02	0.02	BestConfig.634.txt
0	0	0	4	109	0	0.04	BestConfig.635.txt
1	3	3	3	109	0.03	0.03	BestConfig.636.txt
2	1	6	4	109	0.06	0.04	BestConfig.637.txt
0	0	2	2	109	0.02	0.02	BestConfig.638.txt
1	0	2	1	109	0.02	0.01	BestConfig.639.txt
1	2	5	2	109	0.05	0.02	BestConfig.64.txt
0	0	3	2	109	0.03	0.02	BestConfig.640.txt
1	2	3	3	109	0.03	0.03	BestConfig.641.txt
1	0	7	6	109	0.06	0.06	BestConfig.642.txt
1	2	5	5	109	0.05	0.05	BestConfig.643.txt
1	1	2	0	109	0.02	0	BestConfig.644.txt
1	1	2	3	109	0.02	0.03	BestConfig.645.txt
0	4	6	5	109	0.06	0.05	BestConfig.646.txt
0	1	2	4	109	0.02	0.04	BestConfig.647.txt
1	0	4	1	109	0.04	0.01	BestConfig.648.txt
0	1	4	2	109	0.04	0.02	BestConfig.65.txt
1	2	4	3	109	0.04	0.03	BestConfig.650.txt
2	0	2	2	109	0.02	0.02	BestConfig.651.txt
0	0	4	2	109	0.04	0.02	BestConfig.652.txt
2	3	5	3	109	0.05	0.03	BestConfig.653.txt
2	1	5	3	109	0.05	0.03	BestConfig.654.txt
0	2	4	5	109	0.04	0.05	BestConfig.655.txt
0	1	2	2	109	0.02	0.02	BestConfig.656.txt
1	0	3	2	109	0.03	0.02	BestConfig.657.txt
2	1	4	3	109	0.04	0.03	BestConfig.658.txt
0	0	4	3	109	0.04	0.03	BestConfig.659.txt
3	1	2	4	109	0.02	0.04	BestConfig.66.txt
0	2	5	3	109	0.05	0.03	BestConfig.660.txt
1	0	2	2	109	0.02	0.02	BestConfig.661.txt
0	1	4	1	109	0.04	0.01	BestConfig.662.txt
3	1	2	1	109	0.02	0.01	BestConfig.663.txt
2	0	3	2	109	0.03	0.02	BestConfig.664.txt
0	2	2	2	109	0.02	0.02	BestConfig.665.txt
1	4	4	4	109	0.04	0.04	BestConfig.666.txt
0	2	1	0	109	0.01	0	BestConfig.667.txt
1	0	8	4	109	0.07	0.04	BestConfig.668.txt
0	2	4	0	109	0.04	0	BestConfig.67.txt
1	0	2	2	109	0.02	0.02	BestConfig.670.txt
0	0	5	2	109	0.05	0.02	BestConfig.671.txt
0	1	1	1	109	0.01	0.01	BestConfig.672.txt
0	0	1	1	109	0.01	0.01	BestConfig.673.txt
0	0	1	4	109	0.01	0.04	BestConfig.674.txt
1	2	2	0	109	0.02	0	BestConfig.675.txt
2	2	3	2	109	0.03	0.02	BestConfig.676.txt
0	1	1	0	109	0.01	0	BestConfig.677.txt
1	0	4	1	109	0.04	0.01	BestConfig.678.txt
0	1	5	0	109	0.05	0	BestConfig.679.txt
2	2	4	3	109	0.04	0.03	BestConfig.68.txt
0	1	1	4	109	0.01	0.04	BestConfig.680.txt
2	1	3	0	109	0.03	0	BestConfig.681.txt
0	3	5	6	109	0.05	0.06	BestConfig.682.txt
0	2	0	0	109	0	0	BestConfig.683.txt
1	0	2	3	109	0.02	0.03	BestConfig.684.txt
1	3	1	2	109	0.01	0.02	BestConfig.685.txt
0	0	1	0	109	0.01	0	BestConfig.687.txt
0	0	2	3	109	0.02	0.03	BestConfig.688.txt
2	0	3	3	109	0.03	0.03	BestConfig.689.txt
1	0	2	4	109	0.02	0.04	BestConfig.69.txt
1	2	2	5	109	0.02	0.05	BestConfig.690.txt
0	0	1	1	109	0.01	0.01	BestConfig.692.txt
0	0	1	2	109	0.01	0.02	BestConfig.693.txt
3	1	5	3	109	0.05	0.03	BestConfig.694.txt
0	0	1	0	109	0.01	0	BestConfig.695.txt
3	0	2	3	109	0.02	0.03	BestConfig.696.txt
1	0	7	0	109	0.06	0	BestConfig.697.txt
2	0	7	2	109	0.07	0.02	BestConfig.698.txt
1	0	3	2	109	0.03	0.02	BestConfig.699.txt
0	1	7	3	109	0.06	0.03	BestConfig.7.txt
0	0	2	2	109	0.02	0.02	BestConfig.70.txt
3	0	2	3	109	0.02	0.03	BestConfig.700.txt
0	1	1	5	109	0.01	0.05	BestConfig.701.txt
1	1	3	3	109	0.03	0.03	BestConfig.702.txt
0	3	2	6	109	0.02	0.06	BestConfig.703.txt
0	1	2	1	109	0.02	0.01	BestConfig.704.txt
1	1	4	2	109	0.04	0.02	BestConfig.705.txt
1	0	2	1	109	0.02	0.01	BestConfig.706.txt
0	0	3	0	109	0.03	0	BestConfig.707.txt
2	3	2	2	109	0.02	0.02	BestConfig.708.txt
2	0	2	6	109	0.02	0.06	BestConfig.709.txt
0	0	2	1	109	0.02	0.01	BestConfig.71.txt
0	0	2	2	109	0.02	0.02	BestConfig.710.txt
0	0	4	1	109	0.04	0.01	BestConfig.711.txt
0	3	6	4	109	0.06	0.04	BestConfig.712.txt
0	4	8	3	109	0.07	0.03	BestConfig.714.txt
0	2	3	4	109	0.03	0.04	BestConfig.715.txt
1	0	2	1	109	0.02	0.01	BestConfig.716.txt
0	1	2	3	109	0.02	0.03	BestConfig.717.txt
0	0	2	2	109	0.02	0.02	BestConfig.718.txt
0	0	0	5	109	0	0.05	BestConfig.719.txt
1	0	2	3	109	0.02	0.03	BestConfig.72.txt
0	1	3	1	109	0.03	0.01	BestConfig.720.txt
0	2	5	0	109	0.05	0	BestConfig.721.txt
1	2	4	1	109	0.04	0.01	BestConfig.722.txt
0	0	1	0	109	0.01	0	BestConfig.723.txt
1	0	4	1	109	0.04	0.01	BestConfig.724.txt
0	1	3	0	109	0.03	0	BestConfig.725.txt
0	0	1	4	109	0.01	0.04	BestConfig.726.txt
3	0	1	6	109	0.01	0.06	BestConfig.727.txt
0	0	3	0	109	0.03	0	BestConfig.728.txt
0	0	1	3	109	0.01	0.03	BestConfig.729.txt
0	0	1	3	109	0.01	0.03	BestConfig.73.txt
0	0	1	4	109	0.01	0.04	BestConfig.730.txt
2	0	4	3	109	0.04	0.03	BestConfig.731.txt
1	0	1	4	109	0.01	0.04	BestConfig.732.txt
0	0	2	4	109	0.02	0.04	BestConfig.733.txt
3	0	2	2	109	0.02	0.02	BestConfig.734.txt
1	1	3	6	109	0.03	0.06	BestConfig.735.txt
1	0	1	1	109	0.01	0.01	BestConfig.737.txt
3	4	6	2	109	0.06	0.02	BestConfig.738.txt
0	1	4	2	109	0.04	0.02	BestConfig.739.txt
0	0	5	2	109	0.05	0.02	BestConfig.74.txt
2	1	4	1	109	0.04	0.01	BestConfig.740.txt
2	1	4	2	109	0.04	0.02	BestConfig.741.txt
1	0	4	5	109	0.04	0.05	BestConfig.742.txt
0	2	5	1	109	0.05	0.01	BestConfig.743.txt
0	0	2	2	109	0.02	0.02	BestConfig.744.txt
2	0	1	1	109	0.01	0.01	BestConfig.745.txt
1	0	2	0	109	0.02	0	BestConfig.746.txt
0	0	1	0	109	0.01	0	BestConfig.747.txt
2	0	0	0	109	0	0	BestConfig.748.txt
2	1	2	2	109	0.02	0.02	BestConfig.749.txt
2	2	3	3	109	0.03	0.03	BestConfig.750.txt
1	1	1	1	109	0.01	0.01	BestConfig.751.txt
0	0	1	2	109	0.01	0.02	BestConfig.752.txt
2	0	2	3	109	0.02	0.03	BestConfig.753.txt
3	0	2	1	109	0.02	0.01	BestConfig.754.txt
0	2	4	4	109	0.04	0.04	BestConfig.756.txt
3	1	3	4	109	0.03	0.04	BestConfig.757.txt
0	0	3	3	109	0.03	0.03	BestConfig.758.txt
0	0	1	2	109	0.01	0.02	BestConfig.759.txt
1	2	4	4	109	0.04	0.04	BestConfig.76.txt
0	2	10	5	109	0.09	0.05	BestConfig.760.txt
2	2	4	3	109	0.04	0.03	BestConfig.761.txt
1	2	2	2	109	0.02	0.02	BestConfig.762.txt
1	1	4	2	109	0.04	0.02	BestConfig.763.txt
1	0	2	4	109	0.02	0.04	BestConfig.764.txt
0	3	1	1	109	0.01	0.01	BestConfig.765.txt
0	0	3	2	109	0.03	0.02	BestConfig.766.txt
2	0	2	1	109	0.02	0.01	BestConfig.767.txt
0	2	3	2	109	0.03	0.02	BestConfig.768.txt
2	2	3	2	109	0.03	0.02	BestConfig.769.txt
2	0	3	1	109	0.03	0.01	BestConfig.77.txt
1	2	5	4	109	0.05	0.04	BestConfig.770.txt
0	3	2	0	109	0.02	0	BestConfig.771.txt
2	2	4	2	109	0.04	0.02	BestConfig.772.txt
1	0	3	2	109	0.03	0.02	BestConfig.773.txt
1	0	2	0	109	0.02	0	BestConfig.774.txt
1	0	2	1	109	0.02	0.01	BestConfig.775.txt
0	1	1	3	109	0.01	0.03	BestConfig.778.txt
0	2	1	0	109	0.01	0	BestConfig.779.txt
2	4	1	3	109	0.01	0.03	BestConfig.78.txt
1	3	6	5	109	0.06	0.05	BestConfig.780.txt
3	0	1	5	109	0.01	0.05	BestConfig.781.txt
1	0	1	2	109	0.01	0.02	BestConfig.782.txt
0	1	2	4	109	0.02	0.04	BestConfig.783.txt
1	3	6	1	109	0.06	0.01	BestConfig.784.txt
0	0	8	4	109	0.07	0.04	BestConfig.785.txt
2	2	6	1	109	0.06	0.01	BestConfig.786.txt
0	0	1	1	109	0.01	0.01	BestConfig.787.txt
2	2	2	1	109	0.02	0.01	BestConfig.788.txt
2	0	1	4	109	0.01	0.04	BestConfig.789.txt
0	2	2	1	109	0.02	0.01	BestConfig.790.txt
0	1	1	1	109	0.01	0.01	BestConfig.791.txt
1	1	3	3	109	0.03	0.03	BestConfig.792.txt
3	3	1	2	109	0.01	0.02	BestConfig.793.txt
0	1	6	2	109	0.06	0.02	BestConfig.794.txt
0	1	6	1	109	0.06	0.01	BestConfig.795.txt
0	1	5	3	109	0.05	0.03	BestConfig.797.txt
1	0	5	4	109	0.05	0.04	BestConfig.798.txt
0	1	3	7	109	0.03	0.06	BestConfig.799.txt
1	0	3	4	109	0.03	0.04	BestConfig.8.txt
0	1	1	1	109	0.01	0.01	BestConfig.80.txt
0	1	1	4	109	0.01	0.04	BestConfig.800.txt
2	3	5	3	109	0.05	0.03	BestConfig.801.txt
2	0	0	2	109	0	0.02	BestConfig.802.txt
0	0	2	5	109	0.02	0.05	BestConfig.803.txt
1	1	2	1	109	0.02	0.01	BestConfig.804.txt
0	0	0	1	109	0	0.01	BestConfig.805.txt
0	1	1	3	109	0.01	0.03	BestConfig.806.txt
2	1	4	5	109	0.04	0.05	BestConfig.807.txt
1	0	4	1	109	0.04	0.01	BestConfig.808.txt
2	0	5	4	109	0.05	0.04	BestConfig.809.txt
0	0	1	1	109	0.01	0.01	BestConfig.81.txt
2	1	7	1	109	0.07	0.01	BestConfig.810.txt
0	0	3	1	109	0.03	0.01	BestConfig.811.txt
1	0	3	4	109	0.03	0.04	BestConfig.814.txt
0	0	2	3	109	0.02	0.03	BestConfig.815.txt
2	4	3	1	109	0.03	0.01	BestConfig.816.txt
0	2	2	3	109	0.02	0.03	BestConfig.817.txt
0	1	5	3	109	0.05	0.03	BestConfig.818.txt
0	2	5	0	109	0.05	0	BestConfig.819.txt
3	3	4	5	109	0.04	0.05	BestConfig.82.txt
2	0	4	3	109	0.04	0.03	BestConfig.820.txt
1	0	1	4	109	0.01	0.04	BestConfig.821.txt
2	2	6	2	109	0.06	0.02	BestConfig.822.txt
2	5	7	3	109	0.07	0.03	BestConfig.823.txt
0	1	5	4	109	0.05	0.04	BestConfig.824.txt
1	1	3	3	109	0.03	0.03	BestConfig.825.txt
1	1	2	1	109	0.02	0.01	BestConfig.826.txt
0	0	2	3	109	0.02	0.03	BestConfig.827.txt
0	0	2	1	109	0.02	0.01	BestConfig.828.txt
2	1	2	1	109	0.02	0.01	BestConfig.829.txt
4	0	7	6	109	0.07	0.06	BestConfig.83.txt
1	1	3	2	109	0.03	0.02	BestConfig.830.txt
0	0	1	1	109	0.01	0.01	BestConfig.831.txt
0	3	4	3	109	0.04	0.03	BestConfig.832.txt
0	0	3	0	109	0.03	0	BestConfig.833.txt
0	0	3	0	109	0.03	0	BestConfig.834.txt
3	0	2	1	109	0.02	0.01	BestConfig.835.txt
2	0	3	2	109	0.03	0.02	BestConfig.836.txt
1	0	5	3	109	0.05	0.03	BestConfig.837.txt
0	0	6	3	109	0.06	0.03	BestConfig.838.txt
0	0	2	1	109	0.02	0.01	BestConfig.839.txt
1	0	3	9	109	0.03	0.08	BestConfig.84.txt
1	3	2	2	109	0.02	0.02	BestConfig.840.txt
2	0	5	2	109	0.05	0.02	BestConfig.841.txt
0	0	3	5	109	0.03	0.05	BestConfig.842.txt
2	2	1	0	109	0.01	0	BestConfig.843.txt
2	0	4	2	109	0.04	0.02	BestConfig.844.txt
0	1	1	2	109	0.01	0.02	BestConfig.845.txt
0	2	3	3	109	0.03	0.03	BestConfig.846.txt
0	1	2	2	109	0.02	0.02	BestConfig.847.txt
1	4	4	1	109	0.04	0.01	BestConfig.848.txt
1	2	2	1	109	0.02	0.01	BestConfig.849.txt
0	1	0	2	109	0	0.02	BestConfig.85.txt
1	0	4	5	109	0.04	0.05	BestConfig.850.txt
0	0	3	2	109	0.03	0.02	BestConfig.851.txt
1	2	3	6	109	0.03	0.06	BestConfig.852.txt
2	0	3	3	109	0.03	0.03	BestConfig.853.txt
0	0	1	1	109	0.01	0.01	BestConfig.854.txt
0	2	4	3	109	0.04	0.03	BestConfig.856.txt
3	0	2	4	109	0.02	0.04	BestConfig.857.txt
0	0	4	3	109	0.04	0.03	BestConfig.858.txt
1	1	0	3	109	0	0.03	BestConfig.859.txt
0	1	4	1	109	0.04	0.01	BestConfig.86.txt
0	0	3	4	109	0.03	0.04	BestConfig.860.txt
1	0	1	1	109	0.01	0.01	BestConfig.861.txt
1	1	2	2	109	0.02	0.02	BestConfig.862.txt
0	2	5	2	109	0.05	0.02	BestConfig.863.txt
2	1	2	1	109	0.02	0.01	BestConfig.864.txt
0	2	7	2	109	0.06	0.02	BestConfig.865.txt
1	3	3	1	109	0.03	0.01	BestConfig.866.txt
0	3	3	3	109	0.03	0.03	BestConfig.867.txt
2	1	5	1	109	0.05	0.01	BestConfig.868.txt
3	0	2	1	109	0.02	0.01	BestConfig.869.txt
1	2	3	2	109	0.03	0.02	BestConfig.87.txt
2	3	2	5	109	0.02	0.05	BestConfig.870.txt
1	0	3	3	109	0.03	0.03	BestConfig.871.txt
0	0	3	5	109	0.03	0.05	BestConfig.872.txt
0	4	3	2	109	0.03	0.02	BestConfig.873.txt
4	2	3	1	109	0.03	0.01	BestConfig.874.txt
3	0	3	2	109	0.03	0.02	BestConfig.875.txt
0	0	4	5	109	0.04	0.05	BestConfig.876.txt
1	0	2	3	109	0.02	0.03	BestConfig.877.txt
2	0	4	1	109	0.04	0.01	BestConfig.878.txt
0	3	3	1	109	0.03	0.01	BestConfig.879.txt
1	0	5	3	109	0.05	0.03	BestConfig.88.txt
2	2	4	1	109	0.04	0.01	BestConfig.880.txt
0	0	1	5	109	0.01	0.05	BestConfig.881.txt
1	0	2	2	109	0.02	0.02	BestConfig.882.txt
1	0	7	2	109	0.06	0.02	BestConfig.883.txt
1	1	4	1	109	0.04	0.01	BestConfig.884.txt
0	2	7	5	109	0.06	0.05	BestConfig.885.txt
0	1	5	2	109	0.05	0.02	BestConfig.886.txt
2	0	3	3	109	0.03	0.03	BestConfig.887.txt
1	0	3	6	109	0.03	0.06	BestConfig.888.txt
1	2	7	6	109	0.06	0.06	BestConfig.889.txt
0	0	2	2	109	0.02	0.02	BestConfig.89.txt
2	0	1	0	109	0.01	0	BestConfig.891.txt
0	1	3	3	109	0.03	0.03	BestConfig.892.txt
0	0	3	1	109	0.03	0.01	BestConfig.893.txt
1	0	3	1	109	0.03	0.01	BestConfig.895.txt
3	3	3	3	109	0.03	0.03	BestConfig.896.txt
0	0	5	3	109	0.05	0.03	BestConfig.897.txt
0	0	3	3	109	0.03	0.03	BestConfig.898.txt
0	0	7	2	109	0.06	0.02	BestConfig.899.txt
0	1	2	3	109	0.02	0.03	BestConfig.9.txt
0	2	3	5	109	0.03	0.05	BestConfig.90.txt
0	0	3	1	109	0.03	0.01	BestConfig.900.txt
0	0	4	6	109	0.04	0.06	BestConfig.901.txt
1	2	5	3	109	0.05	0.03	BestConfig.902.txt
0	0	2	1	109	0.02	0.01	BestConfig.903.txt
0	1	2	1	109	0.02	0.01	BestConfig.904.txt
2	1	5	5	109	0.05	0.05	BestConfig.905.txt
3	0	2	3	109	0.02	0.03	BestConfig.906.txt
0	0	0	4	109	0	0.04	BestConfig.907.txt
0	0	2	4	109	0.02	0.04	BestConfig.908.txt
1	0	2	1	109	0.02	0.01	BestConfig.909.txt
0	2	4	2	109	0.04	0.02	BestConfig.91.txt
0	0	3	2	109	0.03	0.02	BestConfig.911.txt
2	0	1	5	109	0.01	0.05	BestConfig.912.txt
0	0	5	2	109	0.05	0.02	BestConfig.913.txt
1	2	1	4	109	0.01	0.04	BestConfig.914.txt
2	1	1	3	109	0.01	0.03	BestConfig.915.txt
0	0	1	3	109	0.01	0.03	BestConfig.916.txt
3	2	8	3	109	0.08	0.03	BestConfig.917.txt
2	3	4	4	109	0.04	0.04	BestConfig.918.txt
0	0	1	1	109	0.01	0.01	BestConfig.919.txt
0	1	4	3	109	0.04	0.03	BestConfig.92.txt
4	0	6	3	109	0.06	0.03	BestConfig.920.txt
1	2	5	0	109	0.05	0	BestConfig.921.txt
0	0	3	2	109	0.03	0.02	BestConfig.922.txt
1	1	1	3	109	0.01	0.03	BestConfig.923.txt
5	0	7	1	109	0.07	0.01	BestConfig.924.txt
0	0	1	3	109	0.01	0.03	BestConfig.925.txt
0	3	4	3	109	0.04	0.03	BestConfig.926.txt
0	5	3	2	109	0.03	0.02	BestConfig.927.txt
1	1	4	1	109	0.04	0.01	BestConfig.928.txt
0	1	5	4	109	0.05	0.04	BestConfig.929.txt
0	3	1	4	109	0.01	0.04	BestConfig.93.txt
1	0	2	6	109	0.02	0.06	BestConfig.930.txt
1	0	4	2	109	0.04	0.02	BestConfig.931.txt
0	1	0	1	109	0	0.01	BestConfig.932.txt
2	2	5	3	109	0.05	0.03	BestConfig.933.txt
2	0	5	4	109	0.05	0.04	BestConfig.934.txt
3	2	3	2	109	0.03	0.02	BestConfig.935.txt
1	4	3	4	109	0.03	0.04	BestConfig.936.txt
0	1	5	3	109	0.05	0.03	BestConfig.937.txt
0	0	3	5	109	0.03	0.05	BestConfig.938.txt
0	0	2	0	109	0.02	0	BestConfig.939.txt
2	1	2	4	109	0.02	0.04	BestConfig.940.txt
0	2	2	1	109	0.02	0.01	BestConfig.941.txt
0	0	0	0	109	0	0	BestConfig.942.txt
0	0	6	3	109	0.06	0.03	BestConfig.943.txt
5	2	3	0	109	0.03	0	BestConfig.944.txt
1	0	3	4	109	0.03	0.04	BestConfig.945.txt
1	0	4	4	109	0.04	0.04	BestConfig.946.txt
1	1	2	3	109	0.02	0.03	BestConfig.947.txt
0	1	2	2	109	0.02	0.02	BestConfig.949.txt
2	0	2	4	109	0.02	0.04	BestConfig.95.txt
0	1	2	3	109	0.02	0.03	BestConfig.950.txt
1	0	4	1	109	0.04	0.01	BestConfig.951.txt
2	0	4	3	109	0.04	0.03	BestConfig.952.txt
2	1	3	1	109	0.03	0.01	BestConfig.953.txt
3	0	3	3	109	0.03	0.03	BestConfig.954.txt
4	1	3	4	109	0.03	0.04	BestConfig.955.txt
0	0	0	2	109	0	0.02	BestConfig.956.txt
1	0	0	1	109	0	0.01	BestConfig.957.txt
1	2	1	1	109	0.01	0.01	BestConfig.958.txt
2	2	4	4	109	0.04	0.04	BestConfig.959.txt
2	3	7	1	109	0.07	0.01	BestConfig.96.txt
0	2	4	1	109	0.04	0.01	BestConfig.960.txt
3	2	3	5	109	0.03	0.05	BestConfig.962.txt
0	0	2	3	109	0.02	0.03	BestConfig.963.txt
2	0	4	4	109	0.04	0.04	BestConfig.964.txt
0	1	5	4	109	0.05	0.04	BestConfig.965.txt
1	0	2	2	109	0.02	0.02	BestConfig.966.txt
0	4	4	3	109	0.04	0.03	BestConfig.968.txt
2	3	4	1	109	0.04	0.01	BestConfig.969.txt
2	1	3	5	109	0.03	0.05	BestConfig.97.txt
1	1	6	4	109	0.06	0.04	BestConfig.970.txt
0	1	5	0	109	0.05	0	BestConfig.971.txt
0	0	5	4	109	0.05	0.04	BestConfig.972.txt
0	1	2	2	109	0.02	0.02	BestConfig.973.txt
0	1	3	2	109	0.03	0.02	BestConfig.974.txt
3	1	3	5	109	0.03	0.05	BestConfig.975.txt
1	2	6	4	109	0.06	0.04	BestConfig.976.txt
0	0	1	3	109	0.01	0.03	BestConfig.977.txt
1	4	2	3	109	0.02	0.03	BestConfig.978.txt
2	0	2	0	109	0.02	0	BestConfig.979.txt
1	1	2	2	109	0.02	0.02	BestConfig.98.txt
1	0	7	7	109	0.06	0.06	BestConfig.980.txt
0	2	6	1	109	0.06	0.01	BestConfig.981.txt
0	0	1	2	109	0.01	0.02	BestConfig.982.txt
0	0	2	4	109	0.02	0.04	BestConfig.983.txt
1	0	1	3	109	0.01	0.03	BestConfig.984.txt
2	2	4	6	109	0.04	0.06	BestConfig.985.txt
2	4	2	1	109	0.02	0.01	BestConfig.986.txt
1	2	1	7	109	0.01	0.07	BestConfig.987.txt
4	1	3	3	109	0.03	0.03	BestConfig.988.txt
2	3	7	4	109	0.07	0.04	BestConfig.989.txt
3	1	2	2	109	0.02	0.02	BestConfig.99.txt
0	2	2	2	109	0.02	0.02	BestConfig.990.txt
1	1	4	2	109	0.04	0.02	BestConfig.992.txt
0	0	5	4	109	0.05	0.04	BestConfig.993.txt
4	1	3	1	109	0.03	0.01	BestConfig.994.txt
2	0	2	1	109	0.02	0.01	BestConfig.995.txt
0	0	2	1	109	0.02	0.01	BestConfig.996.txt
0	0	2	1	109	0.02	0.01	BestConfig.997.txt
1	2	4	2	109	0.04	0.02	BestConfig.998.txt
0	0	1	2	109	0.01	0.02	BestConfig.999.txt
